phi,mu[1],mu[2],mu[3],mu[4],mu[5],mu[6],mu[7],mu[8],mu[9],mu[10],mu[11],mu[12],mu[13],mu[14],mu[15],mu[16],mu[17],mu[18],mu[19],mu[20]
0.855746634,0.108822096,0.039370931,4.08E-07,0.642005247,0.00654358,0.001297631,4.48E-05,2.35E-05,0.023713057,0.64669747,1.75E-06,2.37E-12,7.363585702,0.098126193,2.78E-07,2.924195046,0.005844062,1.695158725,2.745656316,0.007244592
0.854851242,0.130886149,1.61E-08,5.01E-07,0.685294042,0.002574367,7.67E-06,6.50E-05,2.40E-06,0.002425533,0.691220608,2.25E-09,1.21E-12,7.413926528,0.101565763,3.00E-05,2.929486477,0.047878833,1.641758067,2.521241523,0.007462357
1.047589586,0.080185107,6.93E-09,5.40E-06,0.668818828,9.29E-10,5.98E-14,0.005740304,8.09E-09,0.000558092,0.889845311,0.000120714,2.67E-18,6.097706374,0.080319379,7.19E-10,3.695940619,3.11E-17,1.355776357,2.801584753,0.001936341
0.856259119,0.087358598,7.96E-10,0.00049513,0.628004153,6.70E-09,0.001843552,0.001261616,0.003535483,0.000850161,1.12192555,4.07E-07,0.001387016,6.037860861,0.125267221,1.16E-10,3.678876112,8.96E-26,2.687631667,2.715383415,0.078752662
1.034056783,0.11493212,6.29E-12,0.000952901,0.547063993,2.90E-14,1.29E-08,0.00012099,0.002107655,0.01819391,0.959052431,2.69E-18,0.001902501,5.050273484,0.086568532,7.99E-13,4.296239561,2.63E-22,1.099568032,3.085221466,0.064092717
0.85067353,0.071770157,1.91E-07,0.00681333,0.664931692,0.00294538,1.81E-14,0.003945114,0.457571679,0.001200642,0.897137069,1.32E-17,7.76E-10,5.25166285,0.104603093,1.21E-09,4.806898741,1.045397381,2.219036028,2.766167723,0.02456754
1.094036113,0.118680425,1.40E-05,0.006711787,0.578137386,0.004292051,1.69E-11,0.003700587,0.033018277,0.001555205,1.018157443,6.97E-19,1.20E-05,6.219489115,0.098832125,0.017657648,2.717881625,3.57E-29,1.538032908,2.761235644,0.101458298
1.055962026,0.103254916,7.18E-06,0.019717496,0.562452997,0.012711908,8.53E-13,0.001696544,0.025250689,0.00275946,0.886299608,1.30E-15,0.001697334,6.616139878,0.097239569,0.097281313,3.065848994,6.58E-23,1.848557281,2.639918989,0.116739462
0.985514879,0.086675942,0.000530146,7.83E-05,0.680715981,4.54E-14,1.05E-05,0.003956659,1.22E-08,0.005522159,0.812384436,0.533812164,1.51E-09,5.457588774,0.106963904,0.003612431,4.01768268,6.38E-20,1.682910348,3.3906499,0.036600923
0.917656249,0.097106732,0.008177245,6.41E-06,0.553845074,2.53E-10,7.59E-12,2.69E-09,1.58E-15,0.003344781,0.829630524,4.16E-19,7.09E-14,5.653919066,0.11027659,0.017369854,3.979531126,6.05E-14,1.686540906,2.514176401,0.096714853
1.013529629,0.082575581,0.001387139,2.98E-05,0.690536532,3.20E-12,3.59E-22,5.89E-10,1.38E-06,0.000175403,1.037915252,2.61E-07,3.52E-14,6.681381009,0.084033335,0.150809087,3.21421075,5.57E-20,2.051953301,2.673086493,0.044901066
0.904738923,0.082806619,0.000403125,0.005228112,0.735354774,8.84E-05,2.43E-30,2.09E-07,0.000754905,1.85E-05,0.815047422,1.55E-07,2.13E-10,7.140064074,0.102055043,4.20E-07,3.940148991,4.44E-10,2.17049863,2.553524548,0.120422752
0.885462575,0.097535178,9.06E-09,0.005727841,0.737568761,0.00012491,9.76E-17,0.000469896,0.001094746,6.23E-06,0.917857804,1.80E-09,3.00E-14,7.389700077,0.099475442,5.73E-16,3.670034729,0.000321228,2.955547595,2.489013022,0.068412468
1.039240839,0.078285055,2.25E-08,0.002545537,0.523640643,0.001021387,0.223589263,0.000174007,0.00079895,0.0003895,1.023765221,1.12E-08,1.92E-33,4.920749618,0.106029882,1.25E-20,3.400885751,2.19E-05,1.183605223,3.131445549,0.025722557
0.977259288,0.110443973,7.17E-10,0.000305166,0.5688595,0.000460421,3.08E-14,0.001877515,0.003314304,0.001812605,0.997579807,0.261294355,6.99E-21,6.341975993,0.097535146,1.59E-14,3.555051143,3.47E-10,1.962000984,3.894961976,0.00955069
0.813238708,0.067456855,4.20E-14,0.004540275,0.672306449,0.032935004,5.13E-09,0.003324246,0.522427043,0.0131552,0.834073648,5.70E-12,3.79E-32,7.193199934,0.138888171,8.36E-24,4.474889079,1.76E-10,1.365941206,2.483187144,0.01587333
0.856183339,0.068562717,1.22E-10,0.002828173,0.674218254,0.00013166,8.65E-10,0.008863479,0.041746715,0.013522117,0.867881216,7.74E-11,1.74E-29,6.645906776,0.128134534,1.93E-24,4.142908061,6.10E-06,1.390087913,2.345022042,0.023396925
0.851596554,0.089306125,0.042814996,0.000632439,0.712908253,4.40E-10,2.64E-14,0.000394888,0.07524689,0.001716067,1.154521629,5.29E-14,2.18E-23,7.166706394,0.094018808,3.50E-18,4.336544405,0.053700086,1.658268747,2.638359918,0.025012536
0.823527903,0.087769466,3.73E-09,0.008086509,0.668626404,3.72E-14,1.07E-10,0.000507773,1.058058485,0.002603405,1.033143792,2.81E-05,3.87E-26,6.767772907,0.090699701,1.56E-13,3.911669518,4.35E-10,1.907180854,2.923153558,0.015340986
1.336741083,0.12929966,2.69E-08,0.000800833,0.661059259,1.73E-13,0.094778924,1.20E-05,1.22E-05,2.78E-06,0.899772306,3.56E-07,5.69E-37,6.419727462,0.087292089,7.36E-06,3.1949332,1.73E-09,1.43984499,2.749936306,0.104429903
0.925269531,0.091393528,1.79E-09,0.001134067,0.683249943,8.15E-30,4.19E-10,0.021157676,0.013239749,7.34E-05,0.875932221,3.21E-07,5.72E-28,5.025151011,0.093652274,0.00110417,4.219779791,7.03E-06,3.035281187,3.007838117,0.064942568
1.099140851,0.086374691,6.55E-33,0.011156983,0.597154837,1.65E-10,5.10E-15,8.60E-06,0.078101204,0.007649054,0.941531364,0.00011848,9.25E-19,5.654816908,0.099451559,0.002137718,3.025744452,0.000194155,1.34373122,2.438585003,0.081084309
0.754629929,0.10025692,4.89E-16,0.001012508,0.59129865,0.008766764,3.33E-15,0.007038229,0.078059649,1.18E-05,0.921702505,0.154881374,6.72E-11,5.641936261,0.115093714,6.44E-07,3.72546579,1.11E-06,1.793494434,2.769270461,0.050638627
1.044822507,0.070926568,2.11E-08,0.011625875,0.724856612,1.21E-09,0.459362109,0.001266083,0.007765108,5.07E-06,1.187706951,2.00E-11,0.007406532,5.2314372,0.110676414,0.002892156,3.822489077,3.88E-07,1.413266527,2.400786675,0.009634879
0.78964379,0.128101781,7.11E-06,0.001430897,0.536276073,4.64E-11,1.17E-21,6.88E-05,0.008426936,0.021311736,1.529167664,0.000122924,1.71E-14,6.563838686,0.115041479,0.022188507,3.017880259,2.12E-05,1.997277003,2.877493157,0.168231888
0.804203614,0.123699705,3.35E-05,0.002097875,0.566330555,7.32E-09,3.15E-25,1.44E-06,0.00309301,0.014192376,1.349073682,0.000159913,5.92E-16,6.633256836,0.107147251,1.76E-12,3.078104669,7.59E-08,2.483319277,3.000516994,0.202490566
1.059550691,0.072576963,0.000769983,0.010029617,0.569734033,5.52E-08,0.002487377,4.57E-10,0.026759768,0.001998263,0.765682456,0.095006202,1.50E-05,5.742874668,0.08775825,7.31E-10,3.315092612,2.63E-08,1.684946028,2.611267117,0.011599719
1.023724405,0.057374542,0.003968741,0.003114794,0.656304612,1.63E-06,1.95E-09,5.36E-11,0.120554586,0.000456382,0.720449877,0.000681279,3.17E-05,5.427884958,0.082430564,7.52E-11,3.354598787,3.70E-05,1.689600231,2.526628647,0.01128751
0.862741084,0.130978775,0.004891881,0.000127406,0.576440747,4.44E-09,4.14E-08,2.16E-05,0.025688397,0.000822971,1.323598054,0.001489761,2.39E-36,6.859542923,0.127209914,1.69E-13,4.006905996,0.031723229,2.227801687,2.940695621,0.030963802
1.089050118,0.092802029,7.15E-18,0.001841328,0.69795287,7.41E-05,1.78E-13,0.000153322,0.1459593,0.002981799,1.490448275,1.67E-12,9.57E-41,7.645510312,0.09935418,0.000217623,3.286843965,4.84E-08,2.351121564,2.787952552,0.092580196
0.762274985,0.077290996,1.21E-18,7.72E-06,0.595855116,0.010817556,0.000725688,0.008831726,0.090635674,0.002969623,0.696308812,1.29E-14,1.39E-25,5.728002524,0.100047874,4.21E-12,3.475609965,5.65E-06,1.054995335,2.531866617,0.049026959
1.020402301,0.073064564,1.89E-09,1.82E-10,0.766622701,0.003146321,2.36E-05,0.000123475,0.001858277,0.002273159,0.982425749,1.57E-12,2.71E-39,6.166633297,0.110559784,0.000228589,4.307438755,1.67E-05,2.158173572,3.095957153,0.120363285
0.945865379,0.09380952,8.73E-08,1.87E-10,0.886993951,0.001315247,0.080513429,0.003580581,0.001130681,0.000143484,0.999945143,1.94E-07,4.19E-44,6.176302971,0.103039697,0.007022875,4.140318952,1.27E-12,1.563544372,3.084661965,0.058011139
0.907081079,0.089092231,2.09E-12,6.17E-07,0.470984491,0.004914329,7.20E-13,0.001451713,0.001197263,0.00069776,1.094896041,1.04E-16,3.52E-27,5.735023994,0.103049201,2.38E-11,2.951068526,2.79E-13,2.50667056,2.930113996,0.077611404
0.927301711,0.095626469,6.40E-07,0.006876552,0.725663342,0.007722612,4.05E-14,0.002033622,0.072320857,1.58E-05,0.779631414,1.02E-16,5.90E-15,6.481321005,0.091721852,4.55E-12,3.917109538,2.40E-10,1.324676931,2.890934884,0.05609285
0.906153617,0.102003442,8.55E-10,0.001450676,0.563117923,2.85E-21,0.002117199,2.65E-07,0.163648624,4.12E-06,0.890536754,2.81E-12,0.022721572,6.606006554,0.110305773,1.68E-07,3.919359713,2.44E-13,1.620714908,2.585607469,0.119986495
0.902272394,0.091063263,0.001946942,0.013919416,0.627069304,1.17E-25,0.022435838,3.33E-05,0.001799866,3.34E-05,0.970589465,0.004880909,3.38E-11,5.309475572,0.120127061,0.043738787,3.683718502,0.013985288,0.980656784,2.843515155,0.06685152
0.926516506,0.083127046,1.30E-13,0.000763892,0.724319201,2.60E-17,0.002769935,1.92E-06,0.301712407,0.016641325,1.047359176,0.000214789,0.000281138,6.39948284,0.121094095,0.00060014,4.269851789,0.014108284,0.696616319,2.900855364,0.027945553
0.877807446,0.087392714,6.61E-14,6.63E-07,0.514221409,3.56E-18,0.001300333,5.35E-06,0.012890852,0.008068484,0.888049627,0.000104723,0.000938105,5.289065543,0.081924628,5.12E-17,3.457692868,3.86E-08,5.491035871,2.580889864,0.105325431
0.798092506,0.068714818,4.20E-11,2.25E-06,0.597868259,2.33E-23,0.013684302,0.000153562,0.00022869,0.036960981,0.85421614,0.000299222,1.31E-05,4.99784029,0.074965675,2.37E-13,3.596284124,5.60E-19,2.992364038,2.304877177,0.060156576
0.751916022,0.060230171,2.02E-14,8.14E-06,0.606671597,7.00E-24,0.070561402,0.000779625,0.010105279,0.031349123,0.859644562,0.001650371,4.55E-08,4.892081171,0.075476505,4.04E-14,3.729032291,4.02E-17,2.944424651,2.439815292,0.084953396
0.937119541,0.071403019,4.06E-11,0.066506316,0.630507137,1.13E-12,2.24E-06,0.002169561,0.011212723,0.001358202,0.742072306,2.11E-05,1.83E-07,6.594682416,0.09583564,1.89E-12,3.573553719,1.86E-10,2.914266886,2.691206608,0.07920804
0.843369395,0.122163465,4.38E-07,3.88E-08,0.61839863,0.098677097,0.000535449,0.003796105,0.001643484,0.00387282,1.037106404,2.14E-18,6.10E-08,5.011838699,0.102061414,1.36E-14,3.906067296,1.05E-06,1.530130372,2.972589809,0.089139886
1.180527206,0.074974923,1.16E-07,4.86E-06,0.672406022,1.28E-09,0.000246066,0.002242323,0.000106533,0.006964715,0.861055846,6.92E-09,1.05E-13,5.904880728,0.12002923,7.93E-10,3.454669706,4.99E-07,1.778277745,2.564347533,0.092416418
0.987128161,0.10176067,8.72E-11,0.037529543,0.614550698,2.03E-11,6.43E-22,0.000565427,0.019739067,0.002133676,0.638338805,6.73E-15,2.71E-05,5.209032046,0.120544974,2.06E-17,3.016272988,1.81E-09,1.678207655,3.039582258,0.10645777
0.924092071,0.074894262,2.00E-15,8.06E-06,0.624183042,1.90E-18,8.88E-10,0.00012233,0.006443227,0.007885428,1.523134432,1.92E-13,3.32E-13,5.9324989,0.086718411,4.63E-18,4.247702472,3.76E-11,2.013636221,2.50493517,0.049179937
0.997171446,0.106860304,3.43E-15,0.012588745,0.604859515,2.57E-18,3.40E-20,1.29E-10,0.002544756,0.003531492,0.627083267,1.51E-13,1.84E-24,6.441185095,0.120769146,4.65E-21,2.963474125,1.15E-07,1.650463838,3.039251476,0.119833427
1.013508451,0.08135247,0.004277539,0.001076344,0.605649442,0.003656633,3.76E-08,1.93E-12,2.14E-06,0.005454391,1.181665821,5.13E-24,3.06E-16,5.383316661,0.09753908,1.05E-08,3.885756213,1.81E-07,1.856037855,2.83725168,0.040553154
0.879949636,0.105710305,0.000273442,5.45E-05,0.515224096,1.09E-09,3.76E-05,2.98E-08,1.727666111,0.006511608,0.802227055,2.93E-11,1.03E-17,5.716146988,0.07666025,2.14E-17,2.830408497,4.22E-10,1.469118657,3.060506192,0.003605878
0.86719504,0.087001046,2.14E-05,0.0026406,0.755112069,1.14E-13,0.005443003,7.28E-05,1.01E-05,0.006813072,1.010047844,0.1275825,8.81E-20,5.612882921,0.100924281,2.19E-28,3.408750865,0.000816351,3.042388477,3.050578371,0.112755776
1.060894813,0.096758574,2.06E-06,0.004581184,0.594324656,6.77E-08,6.51E-12,0.003322687,0.010425361,0.005535852,1.856706101,0.016175303,5.43E-12,5.942864993,0.11133849,3.00E-35,3.799159515,0.002215822,1.355776437,2.870343476,0.032330289
1.058251829,0.105997854,2.53E-09,0.000338481,0.598955945,1.65E-07,0.000267994,0.001855775,1.11E-05,0.001502773,0.675158195,0.001488715,1.50E-06,6.715457232,0.091365587,1.96E-29,3.554020068,0.100200196,1.867574907,2.929128985,0.116538202
1.124025261,0.073096475,0.027674794,0.013524462,0.588175951,4.74E-06,2.21E-10,0.00514334,0.000422926,0.000278265,0.94080215,0.000505905,1.49E-08,7.774160932,0.130598275,8.70E-33,3.550038494,0.005120975,1.759345626,2.895005068,0.065825354
0.715926228,0.116802273,2.33E-06,0.000247268,0.564870748,8.82E-07,3.26E-13,0.000176107,5.13E-09,0.000791953,1.168200547,0.000141493,6.89E-09,5.765092763,0.084048716,5.13E-09,3.629230738,0.005073121,1.554578828,2.398133114,0.044214465
0.715440854,0.10722869,0.000142412,7.37E-05,0.582181655,2.05E-08,9.78E-11,0.00028883,7.08E-09,0.000280393,1.15796958,0.000462741,2.40E-10,5.45928245,0.084982215,9.35E-11,3.711165722,0.011557445,1.515788939,2.717180711,0.067724818
1.133346414,0.095476284,6.87E-10,0.02315072,0.6406336,6.49E-14,0.001784547,4.37E-05,0.006016249,0.028766001,1.738978686,5.50E-31,6.92E-07,6.204905045,0.120618463,3.96E-12,4.312622823,0.000355982,1.629475348,2.855143306,0.103350012
1.034334287,0.106874795,0.036710923,0.000935358,0.742885389,1.36E-21,1.72E-07,0.000239977,0.011614799,0.002215918,1.277957747,1.23E-09,7.04E-09,6.363999585,0.143957283,0.000124574,5.135166222,4.07E-16,1.378827251,3.136722236,0.066153842
0.79720997,0.090622443,4.02E-12,0.001434635,0.588066123,3.54E-22,2.40E-19,0.011506264,0.018577278,0.011258632,0.772212192,1.96E-22,9.36E-10,5.679141248,0.122420065,0.112990218,3.94149434,7.25E-07,2.696951112,2.898842176,0.05737474
1.000405298,0.098193186,1.31E-14,0.011043235,0.556734695,2.49E-09,0.011181832,2.83E-05,0.006822658,0.00257066,0.846656428,0.759563554,7.31E-09,5.816702918,0.098336607,7.92E-11,3.057099904,2.06E-06,1.626440618,2.500698214,0.091663271
1.059237269,0.07682937,7.86E-06,0.000292583,0.620450251,2.19E-11,4.99E-05,3.50E-07,0.007550963,0.00595808,0.928997666,8.32E-18,4.39E-05,6.598493352,0.098428092,0.039383011,3.351507709,1.03E-09,2.554655367,2.962867531,0.064300508
1.070425688,0.091759102,0.001857299,5.20E-05,0.48465128,7.65E-10,2.53E-08,0.000683539,0.069077856,9.05E-06,0.936956873,3.43E-15,0.001218203,7.028053118,0.090938475,0.001027098,3.724548211,1.34E-06,1.672827088,2.588023939,0.121147634
0.904441213,0.06346581,0.000751307,0.003970635,0.683574529,8.19E-10,0.005486401,0.000105739,0.166737238,0.000714902,0.902241862,3.39E-20,1.61E-06,6.100354827,0.107819161,4.54E-19,3.728354229,2.97E-08,2.035078315,2.564149016,0.011077679
0.884814169,0.126527696,1.26E-12,0.001919882,0.505665622,8.09E-13,2.66E-10,0.016758971,0.014337481,0.023038123,0.882760251,1.14E-15,7.83E-06,5.67528255,0.114301389,6.43E-05,3.078176256,2.01E-13,2.220985855,2.188751309,0.163138753
0.908218964,0.064935669,2.88E-09,0.004603248,0.770674019,3.60E-08,0.020608984,5.36E-05,0.038136663,0.000486371,1.307693799,9.30E-10,0.004815168,4.108901603,0.117653146,4.18E-05,3.110155082,3.14E-08,2.890872404,2.381042838,0.022936569
0.966626822,0.148373427,0.010107035,0.002487024,0.608931093,4.25E-06,0.02015173,0.010623743,0.000510584,0.025143411,1.367861953,8.23E-11,4.12E-05,5.876102792,0.123745082,2.19E-06,3.786414533,5.81E-06,1.525382983,2.550412375,0.206048143
0.966304242,0.052070565,3.78E-05,3.71E-05,0.606832826,6.70E-06,0.021024275,0.0002064,0.005446004,5.77E-07,0.587129693,1.26E-24,1.44E-10,5.677550663,0.091320232,3.19E-06,3.17768245,0.039568906,1.983591314,3.071743808,0.013568118
1.095845833,0.084540802,1.96E-14,0.000899674,0.509164038,5.70E-20,1.03E-05,7.22E-06,0.654000342,1.47E-05,0.800948954,1.66E-21,3.19E-14,5.496040133,0.095009657,0.000244876,2.643695356,1.36E-08,2.023049874,2.878169208,0.010243799
0.862385631,0.088892515,1.26E-07,0.002990095,0.581847936,1.09E-08,1.11E-16,3.86E-05,0.000156421,0.00031215,0.836723755,0.00073512,4.54E-23,5.960794437,0.116455069,0.0004165,3.321876977,1.72E-05,1.725153065,2.342979274,0.064740147
0.974910459,0.11320924,4.83E-07,0.004352965,0.672434221,1.29E-13,1.11E-09,0.00012036,0.036706257,1.95E-05,0.94762857,0.081104074,3.50E-28,6.271653655,0.085487878,0.0007968,3.468554058,1.88E-05,1.46852585,2.650297041,0.06666297
0.948170287,0.093563393,2.73E-08,0.007095711,0.660428942,1.01E-12,7.46E-06,2.60E-05,0.004123139,4.87E-05,1.029854813,2.67E-05,2.49E-28,5.665340517,0.09459799,0.117077449,3.282837253,1.15E-05,1.605458679,2.733354528,0.073332418
1.062446378,0.098154045,1.16E-07,1.53E-05,0.591565244,3.67E-09,9.22E-13,9.91E-05,0.000168089,0.002009772,1.019631259,3.42E-05,1.90E-06,6.455828818,0.120414307,1.30E-14,3.555902072,8.84E-07,2.023898723,3.279030885,0.024602523
0.749431611,0.130604642,0.018416091,0.041155888,0.540371692,8.16E-11,7.47E-19,0.025570091,0.022321864,0.025148652,1.604247136,0.02484627,5.98E-05,7.166727206,0.115818541,5.30E-13,3.136471366,6.15E-16,1.43822134,3.149597573,0.026731327
0.825328301,0.089255344,1.00E-07,0.0007489,0.569745549,8.57E-08,2.74E-16,0.002072739,0.004640173,0.003960696,1.752066137,0.007633961,0.000189361,6.851760005,0.113328586,1.84E-18,3.442051264,1.62E-33,2.527697673,2.954887551,0.03888837
1.021950302,0.081730291,2.75E-07,6.13E-06,0.772065837,3.11E-21,2.41E-17,0.006122527,0.000110925,8.96E-05,0.517648014,1.50E-06,2.87E-05,5.735702292,0.094407466,1.58E-17,3.699552483,1.16E-31,1.231021582,2.947717608,0.0997626
0.792790569,0.106127007,0.018897636,0.000237648,0.526555793,6.35E-19,9.68E-08,0.001111042,0.000865107,0.018968397,1.148708323,0.111720776,1.14E-17,5.710616858,0.104012529,1.15E-10,4.107248952,2.65E-25,3.529584793,2.260357496,0.042113457
1.101969542,0.088370188,1.87E-06,2.23E-05,0.69986962,1.51E-12,0.048684876,0.005903704,0.001852611,9.75E-05,0.839788972,1.15E-05,6.43E-08,6.235011517,0.102058044,1.28E-13,2.977631185,2.717751244,1.130842361,3.19460911,0.024961327
1.175983935,0.116072152,4.81E-07,0.003126991,0.686535861,1.69E-20,2.66E-14,3.29E-06,0.015313276,0.038512868,0.734064068,4.86E-07,1.25E-13,6.2825588,0.089615562,6.20E-21,3.44039573,7.76E-29,2.006680985,2.893408998,0.154262473
1.062503618,0.089192683,6.77E-05,0.004543258,0.688864478,1.14E-15,2.57E-09,1.03E-05,0.204047413,0.000312017,1.150103865,0.000796135,3.29E-14,6.363493899,0.098502421,4.09E-30,4.337612682,9.89E-32,1.928787975,2.601013791,0.043231471
0.902721865,0.085888436,9.35E-09,9.52E-05,0.632112839,6.50E-27,6.26E-11,0.010525266,0.00091087,0.029846861,1.245242274,0.000618588,2.28E-21,5.883349806,0.08494074,3.61E-30,3.371013205,2.53E-18,2.359665589,2.543566291,0.087167099
1.052474565,0.091924575,0.000281847,5.57E-05,0.652742617,0.000170168,1.64E-05,2.23E-06,0.32780143,7.70E-05,0.814656318,1.86E-06,5.00E-27,6.548217084,0.129624628,7.58E-06,3.235755786,2.61E-13,1.5047879,2.950599782,0.047981563
0.837736302,0.081412504,7.70E-19,0.000907845,0.48729438,0.008173841,5.34E-05,0.028628889,0.010621456,0.001953293,1.26817767,0.027261095,1.42E-14,5.871885151,0.10467146,4.58E-08,4.087611884,0.001333104,2.03736796,2.583460779,0.108642135
0.963067942,0.080617991,3.89E-19,0.001109202,0.709537462,0.00691541,2.19E-07,6.98E-06,0.01005685,0.000563586,0.930463054,0.023781557,2.54E-09,6.120502493,0.101413923,0.062107851,3.2081592,0.014928875,1.719561009,2.393563027,0.055702205
0.872968967,0.108910242,0.00355107,0.000161682,0.594133823,8.79E-08,0.003713546,3.34E-08,0.034176838,0.00775948,1.400700086,1.14E-05,1.78E-17,5.242485561,0.093305496,1.52E-15,3.369012445,0.016732098,2.446555186,3.44259612,0.14608523
0.979034747,0.084125294,1.01E-08,0.003553066,0.570064319,9.78E-08,0.005657313,3.18E-07,0.139308826,0.001531217,0.863534373,0.131997467,1.84E-05,4.728356116,0.082518311,1.15E-30,4.294751632,2.17E-08,2.082581913,2.401922753,0.112020446
0.953661176,0.09942747,5.66E-09,1.65E-05,0.757442142,6.69E-07,3.08E-21,2.62E-11,0.050565775,6.48E-05,1.127829055,3.63E-05,8.96E-11,8.642501448,0.112253928,1.89E-09,2.883338245,1.35E-07,1.52483518,3.297825886,0.036422173
0.8221931,0.093308521,3.77E-07,2.63E-05,0.810213245,3.62E-08,1.44E-21,2.94E-11,0.000556272,0.009354908,1.1775207,0.000275058,2.35E-06,8.122277949,0.088885977,0.016276325,3.037739546,0.008533644,1.086043124,3.131959586,0.052174346
0.856955622,0.086031986,0.000163267,2.42E-05,0.545270873,1.44E-06,3.21E-12,1.06E-15,5.90E-11,0.001451022,0.875047451,9.99E-05,0.00277102,6.681258327,0.111511244,6.12E-05,4.11046317,0.003790981,2.295330541,2.286936427,0.10616846
1.033475528,0.098213987,0.011832781,0.000312076,0.728320903,3.77E-05,0.013292062,2.20E-13,1.052410747,0.013369591,0.935691384,3.47E-12,5.69E-05,4.931573841,0.089197985,2.59E-31,3.075827173,0.233172769,1.523391312,3.217208951,0.037594026
0.901564297,0.078549893,0.001789184,0.015789393,0.661967858,3.38E-05,0.01375104,2.01E-11,2.59E-05,0.001602019,0.792326268,0.005991826,3.22E-05,5.940021395,0.136331843,0.01354709,3.456133643,1.34E-11,2.503211124,3.152671995,0.098134096
0.973476031,0.094618742,2.48E-05,0.000433164,0.80122956,9.40E-08,0.001221768,6.48E-14,0.002821469,0.000864803,1.674773383,8.65E-18,3.62E-20,5.36381324,0.128404818,0.008248056,4.027865938,0.038839691,1.591575485,3.479674105,0.180743847
1.027269034,0.101287119,0.001417481,0.004434305,0.774954109,0.081007572,7.74E-09,3.96E-11,0.300860689,0.001825554,1.380072132,1.36E-10,1.38E-10,4.978330839,0.093463006,0.007511479,3.30640631,0.032844656,2.575036695,3.652346129,0.022647733
0.850820361,0.078527322,0.001389446,0.004655803,0.483870048,4.59E-07,3.60E-09,0.023619202,0.022789321,0.000830602,0.676311631,3.81E-09,5.36E-19,6.738277333,0.112792808,7.49E-06,3.926438168,0.008865161,1.327477181,2.078346991,0.179149303
1.071093546,0.088205317,3.27E-11,0.013048122,0.723322089,3.15E-05,8.13E-10,1.73E-07,0.033924752,0.01037775,1.480499504,7.85E-10,4.13E-08,4.803862392,0.09577386,0.00084807,3.25534192,0.01829394,2.475882736,3.63569058,0.017773895
1.067974506,0.070718338,6.84E-08,1.17E-06,0.584133413,3.69E-08,9.12E-10,0.04422922,0.035543892,0.001213034,0.856468661,1.06E-05,0.002265095,6.935405661,0.103953692,1.46E-11,3.233488802,0.004019712,1.944026449,1.776633589,0.175541569
0.986663402,0.098086277,1.10E-05,0.044320926,0.604880813,1.75E-07,0.058388302,1.42E-07,0.062928251,2.89E-07,1.10669155,2.39E-09,0.000452215,7.613439743,0.092944745,0.08957753,3.65682613,0.011923506,1.888280666,4.109078557,0.020550179
0.816478252,0.069122355,2.15E-06,6.35E-07,0.70796195,1.61E-21,3.22E-10,0.000786915,2.21E-06,3.43E-08,1.14350935,4.55E-08,0.000728341,6.92030561,0.127491472,0.007478789,3.55319483,0.016953577,1.193581305,2.825328655,0.165301666
1.041224079,0.108294336,2.61E-06,0.004111562,0.54699719,2.17E-13,3.42E-14,5.07E-05,2.86E-05,4.40E-05,0.815808454,5.17E-08,1.19E-14,5.967385998,0.091015589,0.070145751,3.941034846,2.30E-09,2.245868522,3.196408852,0.007097051
1.065647495,0.064002112,8.80E-05,7.98E-05,0.588209156,3.34E-14,3.10E-21,2.27E-05,0.466457732,0.045367158,1.53063297,9.75E-06,9.68E-11,5.645517147,0.083417295,1.02E-08,3.670331985,4.14E-16,2.935380673,2.541760204,0.025256535
0.763328938,0.101505101,0.007809871,3.30E-05,0.56110717,4.48E-08,1.17E-14,0.012036857,1.05E-05,6.70E-05,0.940623973,0.000114112,0.000647411,7.036941867,0.080780092,0.000157036,3.515237945,0.221525582,2.143286055,2.479185454,0.008792714
0.855688737,0.102711556,1.25E-05,0.000130117,0.484067634,2.68E-08,2.28E-12,0.01093336,2.75E-05,5.33E-06,0.926034963,8.85E-05,6.83E-06,7.148624631,0.066518789,7.92E-05,3.046672908,1.72E-07,1.824326063,2.272974831,0.00278445
1.031751255,0.058485306,0.000299159,0.000115798,0.786504754,1.39E-05,2.43E-10,0.001129768,1.90E-05,0.010517698,1.024075321,0.000115617,2.79E-12,4.898261274,0.144097875,1.43E-06,4.03631697,4.43E-07,2.093888416,3.369377733,0.384411827
0.970399292,0.07135977,0.005384092,0.001444273,0.891974927,9.74E-05,1.71E-09,0.00201406,3.37E-06,0.00252815,1.192909959,2.40E-06,3.24E-15,4.769409322,0.145188355,0.001864111,4.102390997,1.04E-07,2.034864022,3.477495991,0.109219857
1.004454415,0.080483783,1.05E-25,0.000685674,0.711576321,0.000259861,0.00721582,0.00039237,4.26E-06,0.013837312,1.096631211,0.039425194,6.07E-11,4.62326007,0.143988563,0.02029737,3.169115811,0.242852528,2.516012103,2.592138136,0.10087567
0.814634483,0.087373682,0.000687656,0.000139002,0.591591822,0.000228348,0.012559312,0.000226422,2.05E-05,6.16E-05,0.841083178,0.012604817,0.000111799,5.441282546,0.097749858,0.00310814,3.054091905,0.167505012,2.527286811,3.156769942,0.025735774
0.968076732,0.072161685,8.64E-06,0.000178677,0.536669292,6.94E-13,0.000101805,0.004893295,1.510535101,0.004701937,0.856409677,4.59E-14,0.007170218,5.854162452,0.107180291,0.0334449,4.589452396,1.94E-10,1.284823401,2.943087013,0.157374779
