phi,mu[1],mu[2],mu[3],mu[4],mu[5],mu[6],mu[7],mu[8],mu[9],mu[10],mu[11],mu[12],mu[13],mu[14],mu[15],mu[16],mu[17],mu[18],mu[19],mu[20]
0.833888657,0.112543246,3.68E-18,5.22E-06,0.618044089,0.118269127,5.37E-13,0.000815329,0.220752651,0.020957304,1.103799281,6.79E-11,2.47E-11,5.299326098,0.130951724,0.003252007,3.054296167,1.06E-16,2.895523921,2.168755674,0.167275392
0.875643468,0.083429221,2.48E-14,1.19E-05,0.643630587,2.44E-07,0.820864555,0.000126879,0.631214823,0.000679481,1.540382732,0.414081383,5.40E-13,6.042069704,0.150749459,4.05E-05,3.308614402,1.53E-08,2.52702998,2.518473015,0.147219506
1.13068519,0.118489366,1.36E-19,0.001536643,0.6111657,1.77E-13,1.14E-35,0.004468266,0.001119102,0.010640531,0.774952414,2.52E-14,2.46E-10,5.276547571,0.08704832,6.65E-12,4.198518732,3.27E-08,2.231899914,2.398302027,0.042634543
0.725945071,0.055170412,1.45E-13,0.009075048,0.544579323,1.53E-10,1.23E-52,2.64E-06,0.000519984,0.000189651,1.380408151,0.228490716,2.44E-05,7.041716624,0.118796731,2.30E-09,3.963334189,3.24E-11,0.895431764,2.58937281,0.080422287
0.974145472,0.085751375,1.08E-12,0.000315261,0.644086471,3.13E-12,1.79E-28,2.96E-05,0.047050196,0.01788861,1.028132432,1.66E-05,5.42E-23,5.678031415,0.111643613,5.80E-13,3.485102545,6.47E-10,1.695296616,2.796178679,0.106413084
0.895096502,0.115011997,5.37E-10,0.001381878,0.515063977,2.24E-20,6.31E-07,9.31E-10,0.123055598,2.37E-05,1.054498632,7.02E-28,0.015293649,6.578859182,0.088067927,3.54E-14,4.046224455,5.62E-05,1.668250217,2.534943261,0.030205698
0.982363482,0.126804767,3.99E-15,5.09E-05,0.544889163,3.03E-19,1.33E-06,2.59E-08,0.148823089,1.20E-05,1.140136122,1.04E-33,3.95E-09,6.926882472,0.095692296,0.09858183,4.199956276,0.035795221,1.936888102,2.01880015,0.017488086
0.945509255,0.063505951,2.61E-16,0.00020079,0.70218315,3.23E-24,2.84E-06,0.018366993,0.079898634,0.048510724,0.820605831,2.74E-13,5.50E-11,5.007276073,0.109851549,0.001183834,3.005650554,0.047258936,1.729861104,3.707281813,0.115243309
0.930957883,0.109245657,0.001806779,0.00155904,0.510365942,2.62E-06,2.81E-06,2.92E-05,0.084173396,2.86E-06,1.161140184,6.10E-08,1.65E-15,8.116448523,0.094120187,0.000591012,4.14887051,7.69E-11,2.696270608,2.399096205,0.010600349
0.922183813,0.065982809,2.28E-17,0.000749735,0.633509455,2.35E-07,0.000533069,0.01409356,0.085520283,0.000445634,0.62833529,0.000378093,3.51E-38,7.090087825,0.1030302,9.12E-16,4.535974724,1.82E-08,2.43995027,2.833582557,0.007651793
0.95964483,0.095223856,1.07E-15,3.31E-05,0.600399518,2.30E-06,5.35E-10,0.000122544,0.012461827,0.03203948,0.804805127,1.14E-11,1.45E-39,7.397197668,0.08927888,0.011816983,4.002412697,5.96E-23,2.076086783,2.873174437,0.01160271
1.049904829,0.155670378,2.64E-15,4.06E-05,0.503737135,1.75E-07,1.33E-09,0.009061643,0.159906366,0.000349765,0.922733875,8.68E-06,9.03E-52,5.484568523,0.1262658,0.013434732,5.29712059,5.91E-14,2.261477055,2.344611338,0.007509444
1.030276002,0.106015983,2.90E-14,0.000143065,0.695961713,3.98E-08,1.39E-07,0.00023654,0.033864065,0.015061479,1.244744368,0.160132326,6.01E-36,5.796119433,0.082912597,0.001146995,3.941070315,2.68E-09,1.409256578,2.937439628,0.045648459
0.954710044,0.078688699,4.25E-24,0.014753872,0.591862701,1.55E-07,2.73E-07,0.013056099,0.270234149,0.001170204,0.750493784,0.029515794,2.41E-18,5.617374226,0.116534982,0.053949986,3.200196227,0.184705365,2.504760262,2.514330539,0.113378297
0.899735899,0.0606373,4.50E-26,0.000700789,0.631603101,5.80E-05,0.002788256,0.000174543,0.054738837,8.89E-06,0.690997536,1.18E-05,3.82E-13,7.148000121,0.11195372,0.000970035,3.371150269,4.08E-10,2.69234727,2.545352247,0.039480984
0.836001978,0.076679245,2.12E-09,0.003071486,0.621921642,0.000194985,0.001375761,0.003545763,0.073679264,2.62E-06,0.91471724,6.60E-05,4.47E-19,7.01773888,0.123928562,8.82E-05,3.5222745,4.88E-05,1.809017716,2.952993848,0.079569699
1.060462621,0.13010857,2.69E-09,0.003514145,0.686493029,2.84E-15,0.016422598,0.000590558,0.000467977,0.00377601,0.970078424,6.10E-06,2.46E-12,4.612593306,0.071174991,7.07E-20,3.256405799,0.05569188,2.340510602,2.713386824,0.022762809
0.846027198,0.065804816,8.23E-15,0.004670593,0.538117851,9.31E-11,0.027412373,8.93E-06,0.086764034,0.006201967,1.523377779,9.79E-07,4.22E-13,5.65165248,0.111902457,8.25E-17,3.006960466,0.014450597,1.366060405,2.46325956,0.139076637
1.036390478,0.126079203,1.67E-15,0.010064325,0.68057559,5.04E-08,0.000190565,0.013463054,0.008513856,0.00039011,0.689330048,3.92E-11,1.93E-14,5.36750316,0.087501468,4.56E-18,4.488034965,1.53E-37,2.567944739,3.040516543,0.017575363
0.869774383,0.04170819,3.01E-09,0.000388574,0.624259046,6.29E-07,0.000374967,0.000165724,3.53E-07,0.000361571,1.383920986,7.82E-10,2.44E-08,6.695565527,0.127533751,2.48E-05,2.73023321,5.35E-15,1.627106987,2.398848538,0.092383802
0.882367749,0.042470189,1.82E-09,0.001192711,0.613774045,2.69E-07,6.59E-05,4.68E-05,6.73E-07,0.000106599,1.380613868,9.07E-12,1.17E-08,6.776668461,0.125690665,8.92E-06,2.627754934,6.74E-14,1.64430681,2.369379642,0.083580862
0.973969189,0.172917059,1.97E-15,0.005068045,0.625611504,1.40E-07,4.66E-06,1.70E-06,0.310626713,0.00382393,0.678365319,2.17E-16,1.21E-29,5.773139257,0.079992115,0.006466231,4.862308957,3.96E-11,1.934563498,3.527276299,0.036174367
0.942724851,0.041628866,7.66E-14,0.008818199,0.63541803,8.95E-05,6.50E-22,2.49E-05,0.000701688,4.32E-05,1.35162382,1.19E-28,1.51E-11,6.117381358,0.117530202,0.000350275,2.648561128,4.48E-27,2.19819232,2.142497222,0.050718447
0.829182481,0.055926082,5.91E-09,0.002793459,0.504442796,0.000118849,3.66E-24,4.59E-06,0.131358045,0.000560841,1.172079345,5.78E-32,1.49E-21,7.60455525,0.091488059,5.51E-10,2.328692896,1.23E-30,2.13446074,2.303152269,0.200767815
0.802399542,0.089492712,7.35E-22,0.00042537,0.485965364,7.97E-06,8.32E-25,0.003853746,0.015690069,8.71E-05,1.128195291,2.30E-15,1.50E-24,6.319794871,0.12783911,0.000365932,2.646815129,2.17E-19,1.945212514,2.724392347,0.112496604
0.750963505,0.120343781,2.91E-18,0.000136966,0.564224427,0.000171776,5.14E-19,0.005924696,0.212496053,9.89E-05,1.324980003,2.83E-17,3.29E-24,5.987432926,0.115738433,1.38E-05,2.681881722,1.65E-09,1.511420462,2.761669844,0.134329796
0.891128627,0.081501348,1.22E-05,0.000102438,0.654896492,2.81E-07,8.08E-08,0.001750093,0.048763394,4.99E-07,0.954143538,7.08E-17,1.39E-22,6.891308724,0.115634888,2.41E-13,2.979200417,4.02E-08,1.540952013,2.067649887,0.046750615
0.862434172,0.092418444,3.30E-06,0.000277948,0.701395515,0.127479221,1.20E-10,0.000626697,0.030928056,2.30E-07,0.73805964,1.40E-16,4.55E-20,6.730291861,0.110206819,1.24E-12,3.132683858,8.65E-05,1.455550182,2.024209668,0.039700279
0.824315424,0.096766057,4.11E-08,0.000148668,0.765446754,1.65E-13,2.44E-12,0.000140036,0.463533739,1.95E-06,0.8316329,1.91E-12,1.33E-17,7.072613785,0.122990069,2.20E-13,3.837872333,1.82E-09,1.713586446,1.993545942,0.033841285
0.910279385,0.066132271,2.61E-14,0.015436327,0.604307424,2.29E-14,1.37E-18,2.34E-05,0.003990619,2.45E-05,1.192259382,2.60E-10,5.10E-06,5.903199714,0.081272587,0.000171244,2.924821757,0.000202298,1.505837698,2.908382702,0.149741738
0.990530672,0.083005726,1.14E-18,0.000363307,0.524367357,2.00E-13,1.20E-05,0.000216408,0.439503634,0.043769878,0.97004702,3.65E-12,3.62E-06,5.688889248,0.122460201,0.000876685,3.717277421,0.00033402,2.290273667,2.49898375,0.047874516
0.811685237,0.073536239,1.10E-09,0.010088601,0.617457136,3.84E-11,0.093156021,0.00403228,0.004386041,1.55E-05,1.124763505,4.35E-07,6.03E-15,6.980192532,0.103500462,0.000947803,2.509596393,0.000325473,1.041655679,2.436391095,0.043070451
0.906787472,0.079413421,1.66E-10,0.000473787,0.630345473,1.68E-08,5.20E-16,0.001919985,0.207216394,0.016458509,0.954008937,0.000175884,2.15E-10,6.532939077,0.108501113,0.000710115,4.22279609,2.18E-19,1.432854496,3.557344563,0.055865503
1.036712668,0.099319457,1.35E-07,0.000247598,0.608733884,0.011354044,1.26E-05,0.002210639,0.002560251,0.002124806,1.035375166,0.000550126,1.18E-05,5.696486187,0.099712281,4.56E-06,3.0377694,8.82E-14,1.913886629,2.174434525,0.022387695
1.014154986,0.111908494,0.003674678,0.009038267,0.475079089,0.003810047,2.37E-11,0.008252862,0.005275861,0.009371519,1.287355166,1.25E-09,0.001325794,6.028491134,0.092235958,8.20E-22,2.682362732,4.54E-16,2.467164849,2.606183071,0.072628635
1.001571243,0.104553866,7.39E-17,0.024352175,0.456626861,0.000108349,1.43E-11,0.018191438,0.020627093,0.004894153,1.341241042,9.80E-10,1.63E-07,6.448571427,0.091819905,5.37E-21,2.715380087,1.39E-08,2.395634758,2.713028078,0.108278903
0.946175269,0.042826571,2.42E-23,0.000116377,0.727129704,0.000108774,0.000232676,2.42E-06,0.111326172,0.004463131,1.143350575,1.86E-07,0.000536724,5.717641722,0.109453237,2.75E-13,3.424254654,1.94E-06,3.114542529,2.48265851,0.050647815
1.012153072,0.095731371,5.77E-11,0.001634051,0.551760759,0.000299237,2.15E-10,1.03E-05,0.070383264,0.009485373,0.772349994,4.23E-20,5.18E-06,6.525460065,0.091370894,1.61E-15,3.611337918,3.77E-05,1.430616043,2.93363111,0.106765758
0.996899442,0.071305735,3.35E-08,0.00166851,0.514359082,0.042467447,6.92E-12,4.53E-05,5.91E-06,0.005759353,1.03922471,4.49E-14,1.35E-11,5.973990813,0.100028722,1.27E-16,3.395444493,1.74E-06,2.123381834,2.756589431,0.221937533
1.082514318,0.123520164,1.62E-11,0.003077918,0.664315868,0.000983646,6.84E-15,5.98E-05,0.062704356,0.005396556,0.993501253,8.72E-05,2.60E-10,5.984389399,0.094866089,0.518752727,3.837044896,9.39E-07,1.751403526,2.716915683,0.015150513
1.032097855,0.131121291,1.44E-15,0.006924046,0.649818149,1.36E-05,0.010203837,0.004294521,0.015547551,0.001982448,1.119024632,7.70E-05,4.92E-07,5.609191501,0.083406417,4.91E-11,3.2577379,0.001527275,1.778281022,2.240050985,0.042578092
0.918766079,0.12707383,0.007109986,0.00019456,0.62170686,4.21E-09,0.001808491,1.91E-06,0.016226845,5.60E-05,1.302687465,0.106051722,0.006662099,6.409523284,0.078805763,3.48E-24,3.493264884,6.73E-05,2.125722304,2.629603668,0.042788318
0.92424937,0.127468089,0.020703742,0.000141905,0.629587311,2.91E-09,0.001796136,2.03E-06,0.019580743,6.48E-05,1.300318774,0.00453263,0.002989637,6.473590415,0.078546793,6.36E-24,3.494805289,0.000157449,2.112241463,2.58110636,0.042749318
0.96483704,0.123603138,5.04E-17,8.54E-05,0.602168632,6.32E-13,8.28E-08,2.36E-07,3.560138353,2.79E-05,1.348161559,0.037763044,1.03E-05,6.100149101,0.069814021,1.76E-23,3.84115295,2.46E-14,1.846097914,2.574444791,0.036118634
1.018646772,0.08480498,3.50E-11,0.001396119,0.624709464,6.45E-07,0.001199352,3.81E-05,1.56E-07,9.67E-05,0.587063211,0.0048956,1.07E-10,4.961333767,0.114075984,6.99E-15,3.705463835,5.65E-10,1.952037326,2.388406223,0.124532873
0.902439137,0.09628659,1.76E-11,0.004744489,0.642991937,3.61E-12,0.023555722,2.49E-05,7.68E-05,1.41E-08,1.584564365,0.026832972,0.00297538,6.349197356,0.100684413,2.68E-17,3.395240706,1.08E-08,1.293085374,2.942563701,0.041499136
0.990945423,0.094947153,2.24E-09,0.000734706,0.670665618,1.11E-05,0.013430595,1.34E-05,0.000363859,3.30E-09,1.53435855,2.23E-08,0.000360057,6.313433279,0.108680621,1.61E-16,3.226620013,1.33E-08,1.395030789,3.243686646,0.068897099
0.991719579,0.099352856,4.89E-07,0.00159496,0.688379947,1.01E-07,0.002045011,5.46E-06,0.000787709,3.04E-09,1.613492698,2.22E-08,4.03E-06,6.257888307,0.110024743,1.70E-15,3.081029587,1.15E-09,1.473693768,3.352996125,0.063867958
1.028248211,0.105084699,3.25E-05,0.007076106,0.621054506,4.64E-09,0.001413767,0.000588978,0.334763488,2.65E-09,0.695295145,5.99E-16,9.45E-07,6.332698209,0.088263681,2.81E-05,3.535732997,1.24E-09,1.577205778,2.218738405,0.086168634
1.059150529,0.104136629,2.47E-05,0.00070131,0.809522425,1.34E-07,0.018285676,0.008821209,0.011730341,3.14E-09,0.91436721,1.72E-06,0.000246379,5.151083132,0.114307749,0.076209384,3.601283269,1.86E-11,1.534328392,2.952097078,0.03169198
0.732341026,0.0653717,1.76E-09,1.99E-06,0.573735623,1.68E-05,2.32E-09,8.37E-06,0.007147875,3.57E-10,0.904223273,4.05E-14,1.50E-10,5.550793768,0.132240179,2.70E-16,3.147346899,3.77E-11,1.019926323,2.483350265,0.108155045
0.726039264,0.067127793,8.36E-07,9.32E-05,0.547097242,0.000487312,2.63E-19,5.49E-05,0.91222972,7.23E-13,0.611575473,7.81E-20,0.017518207,4.828309789,0.134018151,7.68E-32,3.122551855,7.93E-14,1.171735167,3.10586765,0.103064103
1.252338674,0.085260081,2.64E-06,2.86E-07,0.605807194,4.83E-19,9.02E-11,1.08E-05,0.000139162,1.86E-13,1.137617199,0.008321937,6.78E-17,5.301887574,0.078814532,6.23E-11,2.996818905,4.28E-09,2.208930189,2.378511791,0.016209818
1.325298499,0.094568523,0.000130256,4.21E-07,0.710630548,4.71E-21,0.002027137,3.14E-05,1.36E-05,1.33E-13,1.138292036,0.002223526,1.30E-17,5.227109285,0.081856292,6.24E-12,2.956586955,1.24233324,2.588676888,2.535776096,0.0184012
0.667510086,0.10526226,0.000330342,0.004036752,0.571464619,7.34E-21,4.15E-09,0.000448335,0.573515796,5.03E-11,0.789270874,5.63E-15,5.10E-08,6.517852122,0.150321889,0.117980594,4.245992263,5.66E-25,1.074651733,2.527236368,0.225199256
1.118936989,0.073792739,0.008375232,0.003482395,0.636627155,1.06E-44,7.75E-08,1.13E-08,0.001766757,2.32E-07,1.012255514,9.99E-19,0.004778839,7.048382221,0.100481016,3.33E-08,3.383751793,3.14E-33,2.253336916,2.221495915,0.038878383
0.801984039,0.099442317,4.25E-06,0.000194378,0.644247298,3.94E-28,4.48E-15,0.049899968,0.108993679,3.57E-10,1.136787452,9.56E-28,0.005102722,4.68817902,0.104735031,0.036908416,4.015223586,0.040208068,1.776917107,3.222675792,0.152778201
0.979363112,0.129469156,5.73E-06,0.003430269,0.542005358,6.90E-05,3.51E-11,9.70E-08,0.05137302,2.67E-09,0.761096653,1.08E-23,2.34E-19,5.069198332,0.116427812,0.028996671,3.885128215,0.019061856,1.55927787,3.228933865,0.067129994
1.09050752,0.084827773,3.45E-24,0.003373936,0.612698744,0.000799032,5.07E-09,2.45E-09,0.079759421,6.68E-07,1.036474693,2.13E-26,1.05E-28,5.320305694,0.125400321,9.27E-11,3.38126598,0.003896522,1.682184382,2.948640517,0.142064163
0.960138048,0.064627624,2.50E-13,0.010010052,0.487781447,8.53E-06,0.001761081,4.48E-11,0.019836504,0.000168734,1.102911176,1.57E-24,1.45E-25,5.41785379,0.113933322,2.36E-06,2.972311736,1.21E-11,1.65665422,3.107649794,0.081281452
0.926413982,0.053139098,0.048323528,3.76E-05,0.416589484,5.74E-07,0.000297003,1.79E-08,0.054280329,0.006988383,1.254422373,3.45E-39,4.25E-28,6.211491848,0.083332611,0.099077767,2.909189794,3.49E-09,1.701638329,3.681263927,0.031627512
0.909553361,0.05806443,5.69E-12,0.00050407,0.565479791,0.001397951,1.42E-08,1.72E-09,0.043551128,0.001655281,1.07937896,9.20E-34,5.65E-22,5.428735383,0.083796931,7.84E-05,2.797057272,4.42E-09,1.617328402,3.387289916,0.015498124
1.391822243,0.055605136,1.44E-15,0.012421545,0.621548569,4.63E-05,0.000544999,2.75E-10,0.029009302,0.000756553,1.105641589,3.19E-42,1.98E-13,4.373464115,0.079271282,9.41E-08,2.931641348,0.000544881,1.182579285,3.438354872,0.018642212
0.69165479,0.155421368,3.21E-16,0.001096875,0.643252471,3.85E-06,7.16E-23,2.89E-12,0.000184524,0.010848791,0.850786635,5.66E-28,7.36E-07,7.114549239,0.121084647,1.11E-11,4.171792366,0.000853133,2.124972891,2.157823407,0.017350823
0.731326381,0.115644173,0.035403146,0.006198931,0.667744492,8.61E-13,3.19E-23,2.62E-13,0.000784353,0.000328815,0.900365614,9.06E-20,0.001364378,5.774454753,0.103649781,1.64E-08,3.69089308,0.009010055,2.365037454,2.415004156,0.026393718
1.210845628,0.079836225,2.43E-05,0.002560996,0.537855476,8.53E-16,0.020996462,1.88E-09,0.081423875,0.020183727,0.815577393,3.79E-06,0.003707667,5.428595482,0.109831285,1.10E-12,3.315814187,0.040261075,2.171457597,2.487131193,0.006106307
0.758470857,0.098463499,4.29E-17,0.00101424,0.793155727,0.000333534,0.000254514,1.49E-07,1.82E-05,0.000413713,1.276476297,4.07E-06,0.000153868,6.167839153,0.090045438,0.794908563,3.560210248,0.000359875,1.270539777,3.065212762,0.015673043
0.789636811,0.108273031,9.66E-24,0.007769828,0.786684038,0.039397827,1.25E-05,5.37E-07,3.88E-05,0.000241769,1.303793718,0.001131674,0.000961172,6.029556325,0.090346076,7.95E-06,3.467755084,0.026864239,1.277808868,2.813987984,0.018747707
0.857877551,0.09742772,2.97E-32,0.001403962,0.551696514,1.85E-05,0.002376927,2.51E-07,1.32E-05,0.000243995,1.159275815,0.001252587,3.07E-07,5.884166286,0.088772641,4.24E-10,3.511417496,9.24E-06,1.734272731,2.688470686,0.040628039
0.919280707,0.127719364,2.17E-23,1.84E-05,0.622673834,1.52E-07,0.003855473,1.68E-05,8.70E-05,0.000603022,1.103215599,0.054780537,4.92E-07,5.576408758,0.104324529,3.21E-14,3.087238072,0.198844053,1.778804566,2.699783333,0.030617662
0.918148233,0.129274395,3.44E-26,9.65E-05,0.641996087,1.33E-11,0.011541888,1.01E-05,0.000199172,0.002944312,1.033154549,0.001134462,0.000719149,5.751781445,0.101431439,1.67E-08,2.846391052,0.0014221,1.461663981,2.716806612,0.03063723
0.98817959,0.061911115,1.92E-19,0.000576598,0.61698882,3.66E-09,0.000517293,5.73E-05,9.97E-05,0.001745613,0.90659148,0.022147097,0.000399032,5.737936431,0.102897781,3.28E-08,4.585331298,1.78E-07,2.305005132,2.817277083,0.120363285
0.920350154,0.12912703,4.90E-17,0.000325141,0.664888219,7.84E-10,0.036640296,0.003608046,0.375698378,0.003680388,1.138996453,0.004785197,2.29E-10,5.546191406,0.105242577,0.102157592,2.778649131,2.25E-08,1.541289946,2.634497378,0.046761947
0.752227596,0.117729596,0.000162561,0.002430041,0.483635793,1.52E-09,3.04E-15,0.002790604,0.009221879,0.001600431,1.201112642,0.001568264,2.15E-09,6.953272076,0.113509208,4.67E-08,3.513009257,7.99E-11,1.497786635,2.705647846,0.238927854
0.88458224,0.117577646,6.32E-06,0.001155771,0.555609308,0.000101499,1.59E-10,0.000576493,0.999423666,0.007764715,1.387000804,6.23E-05,3.36E-08,6.265453998,0.108404087,1.87E-10,3.451041678,1.49E-06,1.60978555,2.714383371,0.131643701
0.88788006,0.095449146,1.98E-06,0.001197165,0.483570804,2.96E-06,0.001028241,0.009797034,0.003176105,1.86E-05,1.430116002,2.49E-07,1.14E-08,6.3525472,0.094866108,1.62E-06,3.650441425,1.32E-15,1.645912582,2.619680064,0.096611631
0.95603517,0.058574907,0.000471751,0.000762759,0.737493128,2.89E-07,2.12E-08,0.000175203,0.390699612,0.002708742,0.767699497,0.001130513,9.00E-16,7.785414081,0.098398097,1.12E-07,2.896156453,1.17E-16,1.488004706,2.581277833,0.043551174
0.965613585,0.060818749,0.000461224,0.000175203,0.730978775,0.000157461,5.09E-10,0.000296105,0.01162457,0.000728262,0.71695746,3.17E-07,4.47E-12,7.378316553,0.10040289,0.104705032,3.153182926,1.25E-11,1.156375497,3.041380836,0.079536992
0.843038315,0.097839864,0.000748092,8.13E-08,0.489511277,0.028250668,0.000614294,0.003697284,0.220684184,0.014370029,1.628323773,2.57E-08,0.000248425,3.975347669,0.104772992,5.69E-07,3.298653171,3.41E-06,2.512111404,2.106407997,0.100274286
0.987657853,0.06935428,0.003267802,1.10E-05,0.664716208,0.000921438,0.003047016,0.005609695,0.047969577,0.000871141,0.691184304,0.447961224,0.001785076,8.490926118,0.091670349,7.88E-07,3.405307858,8.94E-14,2.623272159,3.838669445,0.044860641
0.971231724,0.076369072,0.000444684,0.005384154,0.693210954,5.84E-06,3.53E-05,0.001265117,0.003014362,0.004506691,0.873562404,1.28E-14,0.000635316,6.891370324,0.092401148,4.68E-07,3.705929836,5.21E-08,2.65202843,2.24906565,0.050536742
1.176154429,0.066224475,0.00059998,0.003268868,0.749804925,5.84E-12,3.29E-14,0.001328382,0.105148325,0.0002223,1.059425374,0.025016873,0.00013325,7.124162037,0.106920959,2.45E-06,4.032790486,0.218623841,1.702176842,2.733686432,0.085575494
0.873618029,0.09733401,2.05E-13,0.001697204,0.598624105,0.000347449,4.74E-08,0.005783541,0.001649582,1.78E-05,0.798206868,0.000813894,1.47E-09,6.199492955,0.12280892,0.006124635,3.247742474,1.41E-06,2.141655708,2.942918997,0.084521877
1.084028748,0.106860336,0.000126913,0.003139661,0.674738155,1.52E-06,6.50E-13,0.001430348,0.012808769,1.45E-07,0.620699738,2.01E-05,3.37E-06,5.146613687,0.111950082,0.042367631,2.791747123,0.000527504,3.054743516,2.06506367,0.15727713
0.821134825,0.080421342,3.80E-09,0.000479413,0.547623152,0.03932832,0.003283981,0.008666504,0.347443365,7.29E-10,1.506518224,7.48E-06,4.49E-09,7.126351733,0.096410553,0.002989961,5.215035722,0.016570573,1.180093739,3.97638006,0.026774447
0.964824686,0.064076031,3.42E-10,0.000581168,0.735179052,2.91E-39,5.28E-19,0.000432991,0.006010249,7.34E-07,0.794951696,2.52E-10,7.66E-05,4.868116887,0.115979619,0.00111177,4.47292723,4.99E-06,1.561448061,3.287743682,0.27413883
0.880503988,0.069181752,4.66E-05,0.001021042,0.667578909,8.32E-31,5.72E-20,0.007202447,0.000958998,2.75E-07,0.779170097,0.000573685,2.73E-06,5.065851066,0.10211877,0.000476186,4.01300106,1.01E-05,2.067203016,3.218329324,0.136089783
1.132219336,0.103139157,0.006816079,0.000934445,0.617393669,0.018043941,4.70E-10,0.000656832,0.018441349,5.24E-09,1.192547526,0.000191399,2.11E-07,6.484956917,0.107372455,0.000263654,3.426550552,1.21E-05,3.433553827,2.759713819,0.05466209
1.180466536,0.104479216,2.66E-08,0.010447518,0.598817005,0.00165496,0.002513972,0.001046969,0.030385307,1.70E-08,1.262286359,0.00730279,9.73E-12,5.719919695,0.121717663,4.91E-10,3.425505612,8.19E-06,3.660319949,2.613586763,0.05244313
1.234773732,0.114103093,0.005091648,0.006457858,0.647040478,7.34E-05,0.011703514,0.002100153,0.022257037,3.37E-08,1.156267011,0.004990231,1.45E-23,6.004763597,0.126273472,2.85E-18,3.225964127,1.36E-06,3.190793247,2.874918446,0.072761794
1.305796035,0.112970306,8.65E-06,0.010284188,0.6441449,0.000954815,0.000125372,0.009158563,0.583232663,3.32E-08,1.276133373,0.037335815,6.24E-27,5.078132142,0.124101685,1.65E-09,2.988387875,7.08E-11,2.159925364,2.588571583,0.070978464
0.932658949,0.073513798,2.35E-14,0.00101323,0.483034002,0.000541977,6.13E-05,0.000563171,0.003561843,1.91E-05,0.925067687,6.58E-07,4.96E-40,6.506146278,0.085647286,0.02903588,3.620489294,0.258475652,1.440847819,2.972298722,0.154996051
0.932199062,0.087699611,4.70E-05,0.008267783,0.710855281,0.00020361,5.42E-07,0.001280642,0.463529828,1.05E-07,1.379348318,5.37E-05,4.55E-49,6.103073194,0.100209396,0.029859908,3.468623777,7.72E-08,2.391928893,2.503860753,0.027967516
0.848091754,0.072816994,6.21E-06,0.000198656,0.515992891,0.040394536,3.44E-12,0.000609266,8.83E-09,0.074082901,0.643154877,2.94E-09,3.21E-44,6.006322842,0.09127461,0.005219017,3.355109581,2.30E-32,1.91127679,3.030457247,0.102730411
0.770535002,0.115063317,3.65E-06,1.06E-05,0.542228018,0.00058129,1.19E-09,0.009603756,4.98E-08,5.02E-05,1.172948286,0.068039936,3.60E-40,6.78621978,0.078912821,2.31E-05,2.858243291,5.22E-11,1.25549143,2.123187773,0.050950686
1.152756911,0.070961759,0.000479098,0.000648666,0.707375482,0.00055974,5.53E-17,0.00010123,3.76E-09,3.81E-06,0.831637763,0.000604246,6.97E-17,4.93685274,0.130773323,0.170993316,4.843639963,2.79E-15,2.97275576,3.498051341,0.070263926
0.793423283,0.100180584,1.95E-06,3.46E-06,0.591372725,0.000388983,4.80E-07,0.002388176,0.830251392,0.055967047,1.171267445,0.232036293,6.50E-06,6.626165329,0.079439265,0.002325259,2.723688013,3.88E-07,0.781079347,2.171168028,0.058388118
1.054956614,0.089701803,2.00E-09,0.026944503,0.704887318,0.035729466,5.05E-11,0.000454003,1.03E-05,1.70E-06,1.02080386,0.001814941,1.89E-06,5.329197035,0.137981146,0.010931441,4.11500975,0.010190785,4.155554483,3.177606019,0.060571139
0.735379341,0.067315773,0.006436472,0.000263507,0.545453981,3.20E-09,0.04452385,0.014247182,0.001578442,4.55E-08,1.258031009,0.058058539,9.10E-07,6.171635624,0.125361596,0.013562372,4.265370476,3.63E-06,1.686589899,3.012419198,0.043015248
1.148092764,0.143744521,5.93E-07,0.000648131,0.589095541,0.000884547,0.000294718,7.12E-06,3.69E-07,6.30E-06,1.186874765,7.37E-08,0.000443953,7.366510889,0.094021025,0.013704188,3.576086125,2.95E-07,1.184369684,2.600415396,0.110833457
0.875924024,0.059437494,1.09E-34,0.012304009,0.87216261,1.84E-10,0.000104846,0.00013319,0.000112984,0.008248302,1.085800463,2.51E-05,0.000350275,4.428764325,0.099768619,0.032938033,3.640642449,3.90E-05,3.617186623,2.817441598,0.107956505
0.880589582,0.063126845,3.13E-16,0.000232204,0.846180544,1.76E-05,6.40E-10,0.018856236,0.001448527,0.002788221,1.170218372,7.24E-05,2.91E-15,4.682562843,0.120474597,1.95E-06,4.293497484,0.002892341,2.610430585,2.87710768,0.168268786
0.763359396,0.079233482,0.009493162,2.40E-05,0.775324887,5.90E-07,1.89E-18,0.000127724,0.000203552,0.034727267,1.145948042,0.154601843,3.48E-18,4.421759678,0.156296438,4.82E-16,3.822290349,0.013044265,2.523257575,2.575834574,0.230978913
0.873497721,0.120225111,3.22E-13,4.16E-06,0.883462294,0.077046566,2.97E-23,7.26E-06,0.007431601,0.003539184,1.145645887,1.74E-06,5.79E-16,3.916509703,0.124075094,1.22E-05,3.811135699,0.008423608,1.84460093,2.816969373,0.119721417
0.968546734,0.075263096,7.90E-20,0.030756374,0.656780438,3.34E-16,0.428361162,3.56E-11,0.261935516,0.001243528,1.133155399,0.095384554,4.52E-07,5.457068586,0.110357813,2.06E-06,4.122723372,0.002086118,2.183359908,2.872261878,0.007161828
