ID,mean,sd,cv
29,0.008268591,0.041046725,4.964174048
30,0.00742027,0.034344782,4.628508242
31,0.176076024,0.201074188,1.141973697
32,0.177046176,0.205500647,1.160717794
33,0.679436442,0.47968752,0.706007936
34,0.008048141,0.038886835,4.83177863
35,1.335209245,0.773306999,0.579165402
36,1.832474096,1.030667206,0.562445716
37,0.005446156,0.024576151,4.512568291
38,0.00604249,0.029443697,4.872775894
39,0.118422932,0.132445716,1.11841274
40,0.005513568,0.027041968,4.904622144
41,0.226062597,0.184203344,0.814833354
42,0.338285497,0.241233837,0.713107239
43,0.339602484,0.237562943,0.699532407
44,1.226334333,0.59013871,0.481221714
45,3.385694872,1.347348598,0.397953345
46,0.004341454,0.019195782,4.421510005
47,0.004553418,0.021975012,4.826047711
48,0.282289668,0.200115911,0.708902711
49,0.004483907,0.020881294,4.656941525
50,0.096165472,0.10528648,1.094847017
51,0.638066792,0.330478285,0.517936821
52,0.63880797,0.32195933,0.504000177
53,1.466053414,0.621642865,0.424024704
54,2.964907327,1.073316909,0.3620069
55,0.003467781,0.015558377,4.486550538
56,0.00354288,0.016184135,4.568072989
57,0.218949035,0.143750245,0.656546599
58,0.218325634,0.141330387,0.647337574
59,0.362563922,0.202632184,0.558886781
60,0.145159436,0.111104439,0.765395909
61,0.577213246,0.273261489,0.473415138
62,1.495107457,0.534104002,0.357234525
63,3.332933949,1.079534258,0.323899085
64,0.002577894,0.01172487,4.548236461
65,0.002481827,0.011195496,4.510989553
66,0.055620653,0.058686625,1.055122913
67,0.002709774,0.012909432,4.764025722
68,0.161586736,0.102212216,0.632553254
69,0.10913378,0.084435462,0.773687687
70,0.266250506,0.138234047,0.519187922
71,1.056737998,0.354565552,0.335528346
72,2.824961983,0.77590038,0.274658698
73,0.001898546,0.008403809,4.426444831
74,0.001721523,0.007697477,4.471319067
75,0.036017099,0.035932222,0.997643418
76,0.070947315,0.052534215,0.74046799
77,0.17457475,0.088265018,0.505600141
78,0.277986825,0.111172377,0.399919588
79,0.381161913,0.13837448,0.363033333
80,0.929372501,0.253123037,0.272359078
81,2.857435476,0.645449921,0.225884338
82,0.00129128,0.005766447,4.465683183
83,0.078822331,0.048346184,0.613356428
84,0.052471493,0.037849987,0.721343824
85,0.052582105,0.037617614,0.715407147
86,0.155108944,0.068765073,0.443334027
87,0.206443037,0.08134076,0.394010674
88,0.538613922,0.147154184,0.273209023
89,1.15712704,0.263861268,0.228031373
90,3.202793078,0.590611054,0.184404999
91,0.000884984,0.004384351,4.954157106
92,0.000866154,0.003832521,4.424758349
93,0.000834533,0.003697054,4.430088812
94,0.034744377,0.024746392,0.71224163
95,0.068985952,0.03617735,0.524416186
96,0.170123582,0.059742408,0.351170647
97,0.576829461,0.12686789,0.219940032
98,1.087385787,0.200668694,0.184542319
99,2.062861641,0.339659739,0.164654639
1,0.02191507,0.106458759,4.857787787
2,0.52117418,0.799306574,1.533664951
3,0.025467263,0.144155481,5.66042301
4,0.026137958,0.161679309,6.185613555
5,0.507282226,0.780750534,1.539085136
6,0.026719756,0.20630521,7.721074016
7,1.453288288,1.571928955,1.081636017
8,2.713827459,2.400193037,0.884430965
9,5.152438723,3.977391079,0.771943403
10,0.017191725,0.082671583,4.808800942
11,0.015540833,0.095026677,6.114645021
12,0.018200011,0.092848712,5.101574389
13,0.345863766,0.454694228,1.314662804
14,1.01535833,1.015713988,1.000350279
15,0.017344334,0.089208276,5.143367166
16,0.015954033,0.092010361,5.767216509
17,1.019738697,1.022138032,1.002352892
18,2.271588999,1.753718629,0.772022857
19,0.014439396,0.11575028,8.016282704
20,0.012143935,0.059790575,4.92349276
21,0.012689637,0.063627314,5.014116338
22,0.013696711,0.074561785,5.443772821
23,0.266283035,0.353279161,1.326705477
24,0.516100999,0.529995528,1.026922113
25,1.49708451,1.110753453,0.74194439
26,0.51475391,0.506971187,0.984880693
27,3.584578563,2.267816067,0.63265905
28,0.00854795,0.042666698,4.991453696
29,0.008470839,0.042140931,4.974823562
30,0.00821976,0.040698819,4.951339257
31,0.175956779,0.203079226,1.154142667
32,0.008395776,0.042402144,5.05041378
33,0.177487374,0.213216681,1.201306193
34,0.679641744,0.497173532,0.731522948
35,0.007476277,0.036776378,4.91907672
36,2.803826061,1.482795511,0.528847182
37,0.005164896,0.022470212,4.350564
38,0.005389432,0.025104581,4.658112555
39,0.005578711,0.027522895,4.933558402
40,0.005236032,0.022530495,4.302971108
41,0.336261158,0.240165949,0.714224475
42,0.675952669,0.38334926,0.567124411
43,0.339886747,0.234218417,0.689107239
44,2.433634356,1.022758632,0.420259777
45,2.330092593,1.006644924,0.43201928
46,0.004450675,0.021734638,4.883447726
47,0.004391914,0.018944212,4.313429284
48,0.004775126,0.022310506,4.672233688
49,0.095960226,0.103614829,1.079768496
50,0.276765181,0.190023684,0.686588113
51,0.096487082,0.105580927,1.094249357
52,0.646040512,0.332094603,0.514046096
53,1.373430619,0.595789991,0.433796933
54,4.125169358,1.475479524,0.357677321
55,0.003405962,0.015465223,4.540633064
56,0.003682202,0.018018617,4.89343462
57,0.288902167,0.171234976,0.592709215
58,0.074667085,0.079114688,1.05956578
59,0.147167134,0.11704597,0.795326826
60,0.218148569,0.146761785,0.672760701
61,0.220182552,0.148427387,0.674110575
62,1.499575834,0.550081328,0.366824615
63,1.283767518,0.486348402,0.378844608
64,0.002545075,0.012106059,4.756660573
65,0.002605258,0.012280363,4.713683551
66,0.107154482,0.081844373,0.763797949
67,0.266084095,0.136295087,0.512225608
68,0.213450863,0.121246306,0.568029124
69,0.266826198,0.138231069,0.518056586
70,0.214641907,0.123289208,0.574394861
71,0.634295236,0.248179563,0.391268212
72,2.785053649,0.780027217,0.280076191
73,0.001862214,0.008174319,4.38957105
74,0.036340025,0.03810266,1.04850396
75,0.036506736,0.036639875,1.003646974
76,0.209174331,0.095222044,0.455228153
77,0.279401833,0.113845013,0.407459794
78,0.244647935,0.106395024,0.434890344
79,0.758747194,0.220298431,0.29034497
80,0.969657467,0.268530465,0.276933324
81,3.131172038,0.684033315,0.218459193
82,0.001289711,0.00602125,4.668681907
83,0.001309563,0.005844574,4.462995767
84,0.15489622,0.069450479,0.448367808
85,0.129614367,0.062809956,0.484591002
86,0.052361428,0.038344823,0.732310488
87,0.309561088,0.105224364,0.339914697
88,0.386269881,0.121431049,0.314368411
89,0.642366178,0.167011414,0.259994096
90,2.35758177,0.456287548,0.193540497
91,0.000869925,0.004018642,4.619529523
92,0.017703274,0.017025505,0.961715051
93,0.018011771,0.018125608,1.006320146
94,0.034919204,0.025362693,0.726325049
95,0.169694392,0.058735536,0.346125377
96,0.272872672,0.079855425,0.292647208
97,0.476976552,0.111426675,0.233610384
98,0.966834447,0.185873787,0.19224986
99,3.803803111,0.582678805,0.153183219
1,0.024605519,0.134256819,5.456370039
2,0.025456175,0.151526433,5.952443073
3,0.025977607,0.212166098,8.167268841
4,0.027546134,0.188919029,6.858277543
5,0.0238377,0.136780848,5.738005319
6,0.022792842,0.123282021,5.408804354
7,0.024279288,0.131955544,5.434901673
8,1.464001656,1.633475547,1.115760724
9,4.388636736,3.626174183,0.826264374
10,0.0166232,0.090343576,5.43478856
11,0.015852804,0.079925241,5.041709907
12,0.017328481,0.133212129,7.687466955
13,0.016108534,0.091059501,5.652873282
14,0.017301184,0.099997831,5.779826017
15,1.33558843,1.23903271,0.927705484
16,0.017050987,0.098501357,5.776871227
17,0.350383959,0.476693927,1.360490157
18,6.143112062,3.774307189,0.614396604
19,0.012827581,0.066390626,5.175615263
20,0.012485004,0.066796229,5.35011669
21,0.011694434,0.059301773,5.07094022
22,0.013073119,0.070927798,5.425468756
23,0.013663737,0.074910889,5.482459676
24,0.266261539,0.34346097,1.289938349
25,1.73176727,1.243064694,0.71780124
26,0.013520132,0.076929183,5.689972723
27,4.684587184,2.750250258,0.58708487
28,0.008002958,0.037989837,4.746974556
29,0.175461499,0.204107709,1.163262083
30,0.34824251,0.324093136,0.930653573
31,0.009381201,0.046716013,4.979747694
32,0.17533863,0.211988027,1.20902066
33,0.349558209,0.318429852,0.910949434
34,0.684299874,0.498033416,0.727799952
35,0.997783557,0.625977046,0.62736757
36,3.909084901,1.899609519,0.485947368
37,0.006178493,0.027581473,4.464110496
38,0.005561308,0.027089432,4.871054112
39,0.005658393,0.030353631,5.364355574
40,0.005523346,0.02796019,5.062183087
41,0.005703967,0.030656617,5.374613612
42,0.229861092,0.198906776,0.865334687
43,0.786155564,0.421021229,0.535544425
44,0.558575482,0.3227827,0.577867648
45,6.615455101,2.409300699,0.364192737
46,0.004468401,0.020249868,4.531792476
47,0.004432991,0.02145953,4.840869528
48,0.094540326,0.101313065,1.07163863
49,0.185659989,0.146524211,0.78920726
50,0.278444923,0.19443085,0.698273998
51,0.187450074,0.152384598,0.812934314
52,0.187205683,0.150519759,0.804034129
53,1.006297666,0.475307684,0.472333088
54,2.169527655,0.846261539,0.390067182
55,0.003716744,0.01779321,4.787310669
56,0.076180989,0.07981579,1.047712704
57,0.218164294,0.146530105,0.671650264
58,0.003702371,0.017425027,4.706450867
59,0.146438678,0.112937022,0.771223994
60,0.357874093,0.191413376,0.534862344
61,0.362403846,0.197795987,0.545788875
62,2.00721119,0.713979258,0.355707093
63,2.277541344,0.767291393,0.336894606
64,0.002525587,0.011712768,4.637641176
65,0.002651178,0.012314419,4.644886329
66,0.055368232,0.057525845,1.038968439
67,0.05584765,0.058097191,1.040279946
68,0.317683911,0.152791437,0.480954281
69,0.267580488,0.140953392,0.526770067
70,0.425018713,0.187432239,0.440997615
71,0.846769664,0.304012742,0.359026492
72,2.681700468,0.7541275,0.281212428
73,0.001669227,0.007049019,4.222923895
74,0.001633269,0.00759525,4.650337723
75,0.140103282,0.075363589,0.537914516
76,0.106523808,0.065635172,0.61615496
77,0.070820619,0.051668992,0.729575538
78,0.174750697,0.085379176,0.488577026
79,0.379955858,0.135790643,0.357385312
80,0.936295633,0.258749151,0.276354115
81,2.85464635,0.64052702,0.224380516
82,0.001248658,0.005314782,4.256396705
83,0.001220926,0.005574119,4.565485488
84,0.026992447,0.027500617,1.018826406
85,0.001350592,0.00654263,4.844266978
86,0.104074464,0.054783337,0.526385968
87,0.233728883,0.08987128,0.384510801
88,0.385963525,0.120889726,0.313215417
89,1.155234799,0.260885436,0.225828928
90,4.265237773,0.768749906,0.18023612
91,0.000852918,0.003961781,4.644970831
92,0.017839689,0.01751424,0.981757076
93,0.102658099,0.044037342,0.428970951
94,0.136407577,0.050667199,0.371439771
95,0.23861845,0.072722872,0.304766342
96,0.220970389,0.069544617,0.314723692
97,0.425247446,0.103110941,0.242472805
98,0.879945383,0.171980427,0.195444434
99,2.996465338,0.456996303,0.152511794
1,0.026340798,0.256931345,9.754121692
2,0.02440038,0.142764765,5.850923778
3,0.026004506,0.147667043,5.678517419
4,0.023275818,0.133228304,5.723893527
5,0.024673799,0.16365954,6.63292829
6,0.980011612,1.198210411,1.222649198
7,0.521227117,0.782940951,1.502110934
8,0.511700258,0.817061548,1.59675813
9,5.741143481,4.198369904,0.731277648
10,0.016630906,0.08171399,4.913381869
11,0.017010495,0.091417834,5.374201851
12,0.017790598,0.101888518,5.727099201
13,0.015733033,0.076486831,4.861543966
14,0.3454061,0.446533157,1.292777274
15,0.684224901,0.796242102,1.163714008
16,0.346892049,0.480930845,1.38639916
17,1.324952778,1.203219129,0.908122273
18,5.62987562,3.594812,0.638524231
19,0.012511546,0.062058074,4.960064238
20,0.01271694,0.075247495,5.917106855
21,0.012637167,0.0639596,5.061229394
22,0.012231863,0.064911369,5.306744333
23,0.521196753,0.527808732,1.012686146
24,0.01334392,0.063522003,4.760370606
25,0.265605347,0.329306749,1.239834787
26,1.479855201,1.086733417,0.734351183
27,1.985108366,1.437381186,0.724081975
28,0.009145451,0.045309389,4.954308835
29,0.008144982,0.04049122,4.971308786
30,0.00851172,0.040246399,4.728351113
31,0.337574745,0.285128339,0.844637648
32,0.176467125,0.20573851,1.165874437
33,0.008876524,0.044719737,5.037978295
34,0.507968176,0.395258068,0.778115808
35,0.517699796,0.39870198,0.770141273
36,2.160349033,1.209096561,0.559676489
37,0.006202611,0.029144868,4.698806375
38,0.005508487,0.024365869,4.423332612
39,0.005620689,0.025981376,4.622453852
40,0.117287412,0.126498901,1.078537743
41,0.005095849,0.02520973,4.947110943
42,0.005884767,0.027969639,4.752887996
43,0.567623463,0.337369719,0.59435478
44,0.781448153,0.419837971,0.537256336
45,1.553652423,0.736986717,0.474357524
46,0.004657004,0.022611593,4.85539427
47,0.004990198,0.024630325,4.935741277
48,0.004678801,0.023746921,5.075428332
49,0.004915652,0.022832405,4.644837931
50,0.462735562,0.261609749,0.565354752
51,0.279581954,0.194215376,0.694663488
52,0.825614837,0.38767174,0.4695552
53,1.100987149,0.496730156,0.451167987
54,6.821867601,2.328117468,0.341272743
55,0.004054626,0.021017974,5.183702194
56,0.074813193,0.076570291,1.023486483
57,0.075401233,0.079308605,1.051821054
58,0.074928312,0.078608673,1.049118419
59,0.00351237,0.015954333,4.542326601
60,0.146365058,0.113256747,0.773796344
61,0.931779493,0.381808816,0.409763059
62,1.219121363,0.467238284,0.38325822
63,3.328257107,1.059308716,0.318277309
64,0.002770521,0.013374351,4.827378071
65,0.002813676,0.013418423,4.769000457
66,0.002720794,0.01152789,4.236957193
67,0.055210666,0.056689293,1.026781555
68,0.317595874,0.155870091,0.49078122
69,0.108668043,0.082403122,0.758301336
70,0.424957486,0.186902205,0.43981389
71,0.583575522,0.231291565,0.396335276
72,2.562290188,0.719754147,0.280902667
73,0.001679202,0.007268975,4.328827967
74,0.001702713,0.007483003,4.39475192
75,0.10511099,0.064393532,0.612624161
76,0.070871764,0.051788124,0.730730004
77,0.208827852,0.093473786,0.44761168
78,0.314202403,0.12472327,0.396951992
79,0.553603464,0.174249862,0.314755729
80,0.863984214,0.241825588,0.279895841
81,3.416009276,0.753321986,0.220526915
82,0.001295459,0.005913657,4.564913232
83,0.001297321,0.005551079,4.278878522
84,0.052530868,0.037780931,0.719213901
85,0.052403029,0.038467493,0.734070035
86,0.154884775,0.069284442,0.447328935
87,0.181454753,0.076321106,0.420606817
88,0.7705709,0.191025574,0.247901359
89,0.871282409,0.207288239,0.237911653
90,3.985581447,0.738739466,0.185352997
91,0.000927144,0.004097382,4.419359452
92,0.051739349,0.030408209,0.587719206
93,0.085566151,0.040471181,0.472981201
94,0.102526907,0.044548425,0.43450472
95,0.187574428,0.062728189,0.334417594
96,0.271681761,0.079561375,0.292847684
97,0.357053226,0.092100093,0.257944996
98,0.933917311,0.181792039,0.194655391
99,3.336443113,0.507337266,0.152059319
1,0.024468302,0.135920761,5.554973195
2,0.024350157,0.132068748,5.423732868
3,0.022644617,0.111930298,4.942909756
4,0.525462954,0.866055179,1.648175523
5,0.509036698,0.827729188,1.626069774
6,0.502928511,0.72152565,1.434648532
7,0.993337996,1.213381795,1.221519563
8,0.505746613,0.793664332,1.569292431
9,2.326502159,2.166845672,0.931374881
10,0.015909345,0.085398272,5.367805608
11,0.017252718,0.088823127,5.148355654
12,0.018371629,0.116664534,6.350255273
13,0.016195239,0.087571749,5.407252514
14,0.017673017,0.097430684,5.512962852
15,0.99757978,0.939725292,0.942005151
16,0.340554304,0.457600369,1.343692807
17,1.324012099,1.194255918,0.901997738
18,2.549518225,1.938647433,0.760397558
19,0.012954871,0.074745753,5.769702765
20,0.011317746,0.060017939,5.302994021
21,0.012490685,0.062596444,5.011450236
22,0.263476336,0.334060603,1.267896041
23,0.512668862,0.50825919,0.991398597
24,0.267733835,0.353374661,1.319873005
25,0.771227263,0.704857823,0.913943083
26,0.759168434,0.629917378,0.829746537
27,6.179867433,3.377949303,0.546605464
28,0.008887854,0.041262693,4.642593658
29,0.007224827,0.033317813,4.611572565
30,0.008314354,0.048418384,5.82346914
31,0.175422895,0.209009932,1.191463242
32,0.174468532,0.200779802,1.150808114
33,0.678210069,0.483551868,0.712982437
34,0.84620716,0.578591788,0.683747214
35,0.512431738,0.394971905,0.77077955
36,2.147603375,1.19404087,0.555987611
37,0.005311339,0.024757373,4.661229669
38,0.005734617,0.024715401,4.309860946
39,0.005951377,0.030907154,5.193277732
40,0.226658973,0.1906074,0.840943546
41,0.005757583,0.026046092,4.523789296
42,0.451830303,0.287466593,0.6362269
43,0.786469085,0.425671522,0.541243807
44,0.671336588,0.373261215,0.555997128
45,3.925947082,1.558186594,0.396894447
46,0.004547894,0.023368575,5.138329414
47,0.004745126,0.022616602,4.76628045
48,0.004685762,0.020958835,4.472876237
49,0.095109973,0.102765247,1.080488652
50,0.096546017,0.102583597,1.062535783
51,0.093144338,0.099148025,1.064455728
52,0.369329103,0.22678419,0.61404365
53,0.738761874,0.374481571,0.5069043
54,4.652281325,1.640452635,0.352612519
55,0.003498979,0.015445747,4.414358914
56,0.148257536,0.11679825,0.787806499
57,0.00347498,0.01519628,4.373056112
58,0.147535548,0.116153153,0.78728926
59,0.292468095,0.175259627,0.599243577
60,0.650090879,0.294430442,0.452906588
61,0.576868082,0.267410314,0.463555399
62,0.791110014,0.33469192,0.423066216
63,1.848302225,0.648848797,0.351051245
64,0.002580313,0.011694634,4.532253597
65,0.002657233,0.013022583,4.900806767
66,0.055360228,0.056225695,1.01563337
67,0.109438154,0.083589104,0.763802213
68,0.055881487,0.058046081,1.038735432
69,0.109067297,0.082026909,0.752076114
70,0.265872198,0.137396718,0.516777304
71,0.847626514,0.297389812,0.350850058
72,3.033157627,0.835027218,0.275299645
73,0.001657376,0.007665001,4.624781442
74,0.001731968,0.007539604,4.353199559
75,0.140779068,0.075458128,0.536003894
76,0.071681558,0.052844258,0.737208556
77,0.105086793,0.063971791,0.608751955
78,0.242411717,0.103767899,0.428064701
79,0.520155291,0.169190549,0.325269303
80,1.651355361,0.407287038,0.246638033
81,1.834597214,0.447498326,0.243921839
82,0.001197606,0.005574782,4.654939657
83,0.027043955,0.027416086,1.013760223
84,0.07831949,0.046606849,0.595086215
85,0.182079844,0.078085864,0.428855072
86,0.103283665,0.054088497,0.523688786
87,0.231426413,0.088103402,0.380697264
88,0.436460553,0.129625367,0.296992171
89,1.181413314,0.263972817,0.22343816
90,3.200681282,0.61008934,0.190612337
91,0.000808141,0.003685871,4.560928438
92,0.000848049,0.003933927,4.638798254
93,0.000867142,0.004073959,4.698145292
94,0.10252808,0.04513582,0.440228867
95,0.204621326,0.065774434,0.321444667
96,0.255550526,0.0760321,0.29752277
97,0.543043494,0.121466982,0.223678184
98,1.439354531,0.246463797,0.171232168
99,2.405854572,0.389778928,0.162012672
1,0.025427289,0.144062332,5.665658389
2,0.02654254,0.162768768,6.132373468
3,0.025996342,0.257319966,9.898314204
4,0.025543114,0.159043237,6.226462316
5,0.024955505,0.129934141,5.206632395
6,0.025267738,0.142772699,5.650394946
7,0.979258509,1.155532313,1.180007427
8,0.510527028,0.766190407,1.500783242
9,1.91126584,1.985830612,1.039013292
10,0.015696859,0.084237642,5.366528503
11,0.017402717,0.088221583,5.069414342
12,0.017254265,0.092056456,5.33528697
13,0.016730673,0.09335849,5.580079776
14,0.017778284,0.098819922,5.558462464
15,0.353949036,0.490380853,1.385456106
16,0.675516798,0.700130214,1.036436423
17,0.996768592,0.948142245,0.951216012
18,1.969225479,1.649545047,0.837661845
19,0.012387762,0.058501928,4.72255818
20,0.263303652,0.325105663,1.234717639
21,0.013046984,0.063546244,4.870569772
22,0.013992873,0.084729437,6.055185102
23,0.518943509,0.519938915,1.001918139
24,0.515502381,0.515024604,0.999073181
25,0.756998553,0.657680172,0.868799774
26,2.655258543,1.736990476,0.654169998
27,6.151044346,3.371957717,0.548192718
28,0.008104238,0.039480536,4.871591564
29,0.008506455,0.041322869,4.857824994
30,0.008361089,0.04088123,4.889462653
31,0.178593488,0.208376379,1.166763587
32,0.176189742,0.201899956,1.145923439
33,0.174313198,0.196638931,1.128078271
34,0.175822899,0.20451114,1.163165555
35,3.11403037,1.597963519,0.513149626
36,4.66632578,2.198607298,0.471164553
37,0.005960932,0.029525678,4.953198201
38,0.0057969,0.028954336,4.994796489
39,0.116864243,0.133298317,1.140625339
40,0.005517569,0.025477719,4.617561981
41,0.116693222,0.127497853,1.092590051
42,0.672962321,0.37099718,0.551289675
43,0.669698155,0.38017715,0.567684332
44,0.674472443,0.389864601,0.578028955
45,3.834184121,1.516827983,0.395606454
46,0.00418797,0.019998746,4.775283635
47,0.096056389,0.104145055,1.084207474
48,0.004124293,0.019491061,4.725916014
49,0.097549962,0.106435366,1.091085674
50,0.1860214,0.152251879,0.818464323
51,0.27871595,0.187206451,0.671674697
52,0.641476576,0.320165788,0.499107528
53,1.275651025,0.54177828,0.424707282
54,1.81483594,0.726594934,0.400363977
55,0.00366639,0.016497522,4.499663328
56,0.003562669,0.016013876,4.494910308
57,0.003494818,0.016914872,4.839986004
58,0.003757149,0.017248036,4.590724509
59,0.147952764,0.113697171,0.768469398
60,0.289305571,0.166594805,0.575843748
61,0.291064467,0.17021381,0.584797629
62,1.145600901,0.448355705,0.391371642
63,1.650839928,0.593685163,0.359626123
64,0.002605399,0.011459445,4.398345695
65,0.055260299,0.057728043,1.044656721
66,0.055247008,0.05769558,1.044320451
67,0.002566576,0.012515408,4.876305739
68,0.108062952,0.082396164,0.762483004
69,0.266374557,0.142214844,0.533890493
70,0.422081826,0.177808998,0.421266654
71,1.16245497,0.380505831,0.327329523
72,2.099541401,0.622729274,0.296602522
73,0.001850632,0.008678351,4.689397621
74,0.001738419,0.007349328,4.227592018
75,0.071423816,0.053397836,0.747619479
76,0.140029129,0.076486033,0.546215158
77,0.105433108,0.065075643,0.617222085
78,0.24336395,0.105926139,0.435258136
79,0.48583734,0.161114451,0.331622208
80,1.239944594,0.31220866,0.251792428
81,2.715726983,0.618929727,0.227905725
82,0.001176947,0.005297612,4.501149093
83,0.001277638,0.005641878,4.415867401
84,0.027107201,0.027180043,1.00268719
85,0.12958646,0.06300038,0.486164834
86,0.052994314,0.037888458,0.714953273
87,0.181746293,0.07610604,0.418748789
88,0.668599347,0.172349374,0.257776761
89,1.078713731,0.245772837,0.227838795
90,2.738868895,0.534912964,0.195304333
91,0.00086954,0.003952153,4.545106757
92,0.034817716,0.024669506,0.708533153
93,0.120093734,0.049437123,0.411654471
94,0.017812905,0.018095544,1.01586708
95,0.085414187,0.040377748,0.472728827
96,0.290661388,0.082603494,0.284191493
97,0.358470413,0.092418617,0.257813794
98,1.034861671,0.193186135,0.186678221
99,2.748402808,0.43642783,0.158793256
1,0.023701976,0.1523379,6.427223643
2,0.025703275,0.148877503,5.7921608
3,0.025795612,0.133356986,5.169754585
4,0.024822537,0.155830193,6.277770594
5,0.024410975,0.126159833,5.168160324
6,0.025486024,0.172881726,6.783393259
7,0.514542571,0.825324987,1.60399748
8,0.987624577,1.181149187,1.195949569
9,4.365979964,3.75084299,0.85910678
10,0.018223261,0.107216622,5.883503757
11,0.015971492,0.091423417,5.724162723
12,0.016248581,0.09800458,6.031577783
13,0.355145186,0.484124509,1.363173508
14,0.349970313,0.469413865,1.341296239
15,0.01687233,0.07949903,4.711799221
16,0.679338905,0.721178535,1.061588744
17,1.648535724,1.469006811,0.891097954
18,1.968167013,1.611787058,0.818927991
19,0.012317854,0.057853151,4.696690748
20,0.013348542,0.070445537,5.277395615
21,0.270421592,0.359188405,1.328253424
22,0.261601257,0.347066288,1.32669962
23,0.013015001,0.069198835,5.316852203
24,0.013679741,0.067259584,4.916729308
25,0.266945727,0.338519099,1.268119563
26,1.26110196,0.985210128,0.781229559
27,2.215361687,1.544422071,0.697142178
28,0.008865873,0.041737057,4.707608565
29,0.175822727,0.206781486,1.176079395
30,0.008565312,0.041386774,4.831905039
31,0.3464653,0.315224663,0.9098304
32,0.175994285,0.212609349,1.208046892
33,0.171648138,0.198354758,1.155589337
34,0.512201629,0.403164814,0.787121304
35,0.503885974,0.384984816,0.764031619
36,2.482809855,1.330432645,0.535857646
37,0.005669215,0.027373401,4.828429161
38,0.00569149,0.028951837,5.08686424
39,0.005876036,0.02867522,4.880027624
40,0.11958698,0.140797276,1.177362926
41,0.230570086,0.192052131,0.832944699
42,0.116019943,0.126041588,1.086378641
43,0.89424451,0.470060974,0.525651507
44,0.787102585,0.42632355,0.541636578
45,2.744098696,1.128289697,0.411169503
46,0.004620107,0.021811841,4.721068914
47,0.004442714,0.021036988,4.735165639
48,0.004272116,0.01978397,4.630953632
49,0.004636159,0.022955117,4.95132216
50,0.004696872,0.022733391,4.840113499
51,0.189168571,0.153796154,0.813011132
52,0.459519734,0.258405089,0.562337306
53,1.08878772,0.492707815,0.452528813
54,2.449382749,0.937049665,0.382565634
55,0.003408331,0.016115139,4.728161449
56,0.003433842,0.016169721,4.708930334
57,0.075145489,0.080508916,1.071373907
58,0.00328549,0.015180574,4.620489762
59,0.074756984,0.080631631,1.078583249
60,0.075336248,0.079172819,1.050925973
61,0.646634815,0.288930732,0.446822109
62,1.574603496,0.559019269,0.355022245
63,3.050898344,0.989340239,0.324278336
64,0.002411962,0.011265671,4.670750338
65,0.00293681,0.014265231,4.857389867
66,0.160698849,0.10209529,0.635320608
67,0.055341752,0.055952817,1.01104167
68,0.159592542,0.101261857,0.634502436
69,0.318689757,0.153336183,0.481145627
70,0.476609778,0.200353301,0.420371781
71,1.314389071,0.413116521,0.314303071
72,2.984467936,0.828849477,0.277721019
73,0.001708769,0.00885977,5.184883057
74,0.036246586,0.037032938,1.02169452
75,0.070793954,0.051690016,0.730147317
76,0.139476187,0.0757855,0.543357986
77,0.070522372,0.052061789,0.738230825
78,0.139608919,0.07675265,0.549768957
79,0.758685997,0.219706949,0.289588775
80,1.067317545,0.288981909,0.270755325
81,3.036198625,0.681091721,0.224323836
82,0.001288778,0.005858705,4.545937657
83,0.027045425,0.027290559,1.009063764
84,0.052508839,0.038188984,0.727286772
85,0.104249919,0.055016025,0.527732061
86,0.154618881,0.068917812,0.445727013
87,0.23401537,0.087807533,0.37522122
88,0.463478516,0.133548297,0.288143447
89,0.900403899,0.220072122,0.244414892
90,3.024685794,0.58292585,0.192722778
91,0.000844223,0.003818066,4.522581218
92,0.000866632,0.003823467,4.411867861
93,0.017957526,0.017790446,0.990695821
94,0.137359442,0.0524684,0.38197884
95,0.22139456,0.06955154,0.314151981
96,0.18731451,0.061569088,0.328693641
97,0.697789386,0.144072317,0.206469632
98,1.084725808,0.202051221,0.186269396
99,3.655962005,0.55833335,0.152718587
1,0.025027129,0.139612311,5.57843894
2,0.02323933,0.120329007,5.177817392
3,0.023553706,0.124697864,5.294192882
4,0.025781669,0.23263588,9.023305701
5,0.528123117,0.826041597,1.56410801
6,0.509263144,0.788469444,1.548255461
7,0.52218506,0.748119009,1.432670265
8,0.025549889,0.133604481,5.229160859
9,8.250693731,5.775942207,0.70005534
10,0.017085707,0.083652483,4.896050551
11,0.017083778,0.089281613,5.226104657
12,0.017990664,0.132190193,7.347710549
13,0.018215159,0.10872258,5.968796758
14,0.015406662,0.078261101,5.07969224
15,0.688869329,0.741771299,1.076795363
16,1.012973739,0.975231535,0.962741183
17,0.351520053,0.497540368,1.415396828
18,2.923489351,2.2555324,0.771520648
19,0.01430107,0.072796377,5.090274939
20,0.01258925,0.065035579,5.16596151
21,0.268034787,0.338052372,1.261225739
22,0.01292698,0.061142156,4.729809844
23,0.01344643,0.073008989,5.429618695
24,0.012125262,0.059785326,4.930641962
25,1.002220695,0.805630985,0.803845889
26,0.265224148,0.346587423,1.306771749
27,4.03135443,2.406654829,0.596984183
28,0.008262945,0.037906551,4.587534871
29,0.008462261,0.040031483,4.730589663
30,0.008452048,0.042131134,4.984724703
31,0.175563593,0.210851977,1.201000575
32,0.347039862,0.315763826,0.909877682
33,0.691361226,0.518274681,0.749643835
34,0.675844537,0.477676412,0.706784454
