ID,mean,sd,cv
39,0.11878347,0.133771322,1.126177924
40,0.006003173,0.030228608,5.035438107
41,0.120048406,0.13731083,1.143795526
42,0.226918974,0.188248914,0.829586484
43,0.568319784,0.351835147,0.619079533
44,1.433472845,0.657964759,0.459000504
45,3.067088286,1.290658398,0.420809014
46,0.004130674,0.018614923,4.506509597
47,0.004664512,0.02141085,4.590158359
48,0.095161251,0.101529359,1.066919129
49,0.095780415,0.1037519,1.083226678
50,0.004444023,0.022499348,5.062833135
51,0.823334128,0.39009383,0.473797716
52,0.274879352,0.183054525,0.665944981
53,0.818379273,0.383106128,0.468127848
54,2.093241895,0.808665684,0.386322138
55,0.003551593,0.016373502,4.610185188
56,0.075821844,0.079381859,1.046952372
57,0.003497513,0.016924618,4.83904373
58,0.147263614,0.112775342,0.765805882
59,0.003326669,0.016171843,4.861272403
60,0.507505965,0.253016629,0.498549075
61,0.864974584,0.357757719,0.413604892
62,1.498474373,0.549106124,0.366443453
63,2.846887409,0.960686324,0.337451464
64,0.002686286,0.012315919,4.584738115
65,0.002532562,0.012013608,4.74365732
66,0.054708138,0.055461744,1.013775023
67,0.055743598,0.058358139,1.046902981
68,0.108376968,0.080725783,0.744861059
69,0.791942348,0.280613463,0.354335721
70,0.739638024,0.269556298,0.364443538
71,0.425733373,0.186402609,0.437838848
72,2.882396795,0.804117266,0.278975215
73,0.00178293,0.008321549,4.667345257
74,0.071591001,0.053092502,0.741608601
75,0.07124249,0.0523053,0.734186857
76,0.001788606,0.008307346,4.644592289
77,0.036792688,0.037069589,1.007525978
78,0.278813042,0.114102476,0.409243683
79,0.379897581,0.137500775,0.361941697
80,1.310291699,0.329718177,0.251637233
81,2.958489512,0.662661426,0.223986404
82,0.001180935,0.005281101,4.47196479
83,0.001215972,0.005809507,4.777663329
84,0.026964361,0.027153019,1.006996586
85,0.103682431,0.054334227,0.524044682
86,0.15503409,0.069740287,0.449838399
87,0.128987594,0.061855929,0.479549445
88,0.541815607,0.150034389,0.276910424
89,0.896614011,0.214719865,0.239478596
90,2.019714991,0.406105238,0.201070567
91,0.000865414,0.00405101,4.681009961
92,0.000801963,0.003538238,4.411972192
93,0.085924152,0.040142344,0.467183476
94,0.120257565,0.048520793,0.403473939
95,0.20439065,0.065948731,0.322660213
96,0.186862195,0.062182298,0.332770886
97,0.390441217,0.098501914,0.252283595
98,0.933652125,0.1803475,0.193163487
99,2.488089484,0.401359049,0.161312144
1,0.025705778,0.155225614,6.038549531
2,0.026393462,0.1633267,6.188149825
3,0.027728462,0.156409859,5.64076943
4,0.024234384,0.12132349,5.006254382
5,0.025661732,0.145473691,5.66889604
6,0.025313063,0.14999298,5.925516712
7,0.026381612,0.198627334,7.529006633
8,1.433319904,1.491153389,1.040349321
9,1.45423248,1.600098581,1.100304527
10,0.017973923,0.102449525,5.699897881
11,0.016550221,0.092367258,5.58102886
12,0.016223953,0.077035664,4.748267244
13,0.359039496,0.504390298,1.404832349
14,0.018641713,0.110363626,5.920251335
15,0.694029727,0.7633658,1.099903607
16,0.694547732,0.760005385,1.094245003
17,1.962720387,1.558836178,0.794222238
18,4.298116747,2.91896163,0.67912572
19,0.013370513,0.062364986,4.664367341
20,0.01258748,0.064193783,5.099812019
21,0.013430846,0.074775317,5.567431656
22,0.013283787,0.065373999,4.921337392
23,0.512191795,0.512668774,1.000931251
24,0.777947927,0.713619955,0.917310697
25,0.510695381,0.518665655,1.015606709
26,1.497443092,1.105034089,0.737947302
27,2.934199075,2.009570632,0.684878763
28,0.008576269,0.038734878,4.516518416
29,0.175235583,0.204147778,1.164990435
30,0.008793157,0.046523409,5.29086547
31,0.008783824,0.052173192,5.939689966
32,0.341594034,0.304883465,0.892531587
33,0.854376808,0.597519524,0.699362995
34,0.506214729,0.390770558,0.771946243
35,0.678679457,0.487211883,0.717882172
36,7.241849338,3.32160515,0.458668083
37,0.005744632,0.027178262,4.731071334
38,0.005391682,0.02495366,4.628177371
39,0.005912156,0.029329655,4.960906512
40,0.005680601,0.025244715,4.444021562
41,0.005789481,0.026989668,4.661845455
42,0.117437419,0.130463953,1.110923198
43,0.341214399,0.238857464,0.700021642
44,0.451155805,0.295261274,0.654455225
45,3.946343351,1.591235779,0.403217773
46,0.004711915,0.021539633,4.571312028
47,0.004740032,0.022007375,4.64287435
48,0.004581927,0.021976056,4.796247854
49,0.094720452,0.102923891,1.086606837
50,0.005084615,0.025842135,5.082416738
51,0.458518107,0.257225476,0.560993061
52,0.4590204,0.262138607,0.571082694
53,0.73147069,0.365158002,0.499210709
54,3.693271703,1.347906643,0.364962762
55,0.003375905,0.015265158,4.52179774
56,0.076513915,0.083625362,1.092943184
57,0.147565369,0.115004507,0.779346178
58,0.003401428,0.016076282,4.726333192
59,0.076287213,0.081284574,1.06550719
60,0.576342154,0.26495454,0.459717441
61,0.719493846,0.311773099,0.433322816
62,0.788138385,0.337139176,0.427766471
63,1.939292379,0.687091536,0.354300127
64,0.00261573,0.012740438,4.87070176
65,0.002624299,0.012186644,4.643770591
66,0.05454429,0.056167031,1.029750883
67,0.002797228,0.012671016,4.52984721
68,0.268173117,0.138811023,0.517617217
69,0.427416437,0.186445674,0.4362155
70,0.791968881,0.283095797,0.357458234
71,0.793342319,0.275459444,0.347213854
72,3.033214704,0.835607634,0.275485818
73,0.001777319,0.008180907,4.602949062
74,0.036252152,0.036863328,1.016859025
75,0.174515733,0.08793481,0.503878985
76,0.14021863,0.073769355,0.526102378
77,0.313343496,0.123661176,0.394650526
78,0.070261021,0.051388675,0.731396639
79,0.382560935,0.143387299,0.374809045
80,1.138186525,0.296388759,0.260404383
81,3.916582423,0.865007597,0.220857754
82,0.001296806,0.006059143,4.672358367
83,0.052109789,0.037516911,0.719958995
84,0.104651589,0.056095546,0.536021919
85,0.103703899,0.054699467,0.52745815
86,0.155254863,0.068682567,0.442385928
87,0.130277714,0.063684257,0.488834622
88,0.462831981,0.133483271,0.288405462
89,0.899127773,0.219780849,0.244437838
90,4.084208134,0.747222727,0.182954125
91,0.000769843,0.003600462,4.676875918
92,0.000871798,0.003905071,4.479330114
93,0.034888229,0.025168505,0.721403938
94,0.085686329,0.040535291,0.473066022
95,0.188061327,0.064055291,0.340608522
96,0.288788787,0.080913594,0.280182604
97,0.374257614,0.096590346,0.258085187
98,1.133813353,0.209439501,0.184721322
99,3.18578054,0.504747766,0.158437708
1,0.026667754,0.169216119,6.345345698
2,0.024049868,0.156783694,6.519108356
3,0.024823777,0.148119348,5.96683356
4,0.026424253,0.162815915,6.161608923
5,0.024287036,0.133168981,5.483130307
6,0.024799417,0.142486944,5.74557637
7,0.025770026,0.182106896,7.066616809
8,0.987720917,1.272568652,1.288388886
9,4.322011953,3.475973893,0.804249024
10,0.017609269,0.094675645,5.376466437
11,0.016685902,0.082660094,4.953888329
12,0.354143858,0.500398299,1.412980312
13,0.017588597,0.09353397,5.317875642
14,0.01644085,0.088716561,5.396105553
15,0.017650475,0.097140618,5.503569649
16,0.999841559,0.97660856,0.976763319
17,0.995984348,0.913661366,0.917345105
18,3.72633817,2.624325531,0.704263921
19,0.012838189,0.067043297,5.222177179
20,0.013681849,0.072481561,5.297643815
21,0.011803509,0.057727424,4.890700032
22,0.266587063,0.352857182,1.323609548
23,0.525312096,0.54851886,1.044177098
24,0.013030681,0.063601331,4.880890736
25,0.517837944,0.510515654,0.985859883
26,0.770368669,0.697075077,0.90485907
27,4.2650311,2.519817133,0.590808619
28,0.008215103,0.039560856,4.81562532
29,0.008081636,0.040818319,5.05074978
30,0.008338381,0.041455247,4.971618175
31,0.175031493,0.203558891,1.162984371
32,0.008400176,0.046226955,5.503093865
33,0.340025019,0.296825942,0.872953241
34,0.675893198,0.475196021,0.703063772
35,0.177610914,0.213256947,1.200697307
36,3.888134454,1.908114679,0.490753265
37,0.006235302,0.033387128,5.354532805
38,0.117938377,0.128567388,1.090123434
39,0.005175515,0.026052077,5.033717053
40,0.118082422,0.125395673,1.061933446
41,0.337947017,0.237329673,0.702268881
42,0.456023767,0.301947045,0.662130061
43,0.781971419,0.418785645,0.535551089
44,1.333184771,0.608624961,0.456519587
45,2.112859007,0.928255535,0.439336242
46,0.00450597,0.020425462,4.532977615
47,0.00451914,0.020725521,4.58616459
48,0.004654446,0.0225529,4.84545348
49,0.095974513,0.106182183,1.106358132
50,0.004423093,0.020032259,4.5290156
51,0.004675013,0.021818116,4.666963342
52,0.189101179,0.151214045,0.79964623
53,1.451036941,0.597886161,0.41204062
54,3.771335713,1.363345178,0.36150194
55,0.00351104,0.017892114,5.095958889
56,0.145328734,0.111815843,0.76939942
57,0.003877334,0.018201599,4.694359432
58,0.074921466,0.077473919,1.034068373
59,0.216756717,0.144463744,0.666478745
60,0.290910365,0.173003553,0.594697107
61,0.861326718,0.35928659,0.417131598
62,1.138959932,0.427874947,0.375671642
63,2.479283808,0.816941445,0.32950703
64,0.002680441,0.012521134,4.671296977
65,0.002640084,0.012756348,4.831795857
66,0.002609945,0.011560303,4.429327447
67,0.212841288,0.118668257,0.557543409
68,0.108759699,0.082552269,0.759033626
69,0.107466486,0.082234824,0.765213671
70,0.425382845,0.18691996,0.43941584
71,0.952457143,0.323896756,0.340064388
72,3.097372096,0.871555805,0.281385568
73,0.001799102,0.008420415,4.680344463
74,0.001693533,0.007565901,4.467524232
75,0.10474211,0.064623293,0.616975278
76,0.104763801,0.064341418,0.614156963
77,0.313119349,0.124064633,0.396221549
78,0.243113193,0.105049438,0.432100935
79,0.624004111,0.189776505,0.304127011
80,1.278682461,0.324857528,0.254056451
81,3.022916314,0.67691175,0.223926725
82,0.001311284,0.005729176,4.369133481
83,0.026648861,0.026554278,0.996450765
84,0.026735713,0.02679427,1.002190198
85,0.104018723,0.056236416,0.540637439
86,0.181539536,0.077126673,0.424847805
87,0.154350351,0.068030395,0.440753094
88,0.258406423,0.093720046,0.362684659
89,0.95093645,0.23048682,0.242378784
90,2.481499341,0.478655079,0.192889464
91,0.000932868,0.004422329,4.740571288
92,0.05138475,0.030938188,0.602088903
93,0.068885467,0.035745548,0.518912771
94,0.084884013,0.039920477,0.470294419
95,0.256066748,0.075445226,0.294631093
96,0.272055899,0.079453109,0.292047
97,0.424706941,0.10534021,0.248030348
98,1.086217799,0.203481669,0.18733045
99,2.663674546,0.416236394,0.156263983
1,0.024166488,0.134334757,5.558720746
2,0.025725078,0.148280909,5.764060625
3,0.026511653,0.195990986,7.392635496
4,0.025348927,0.163084147,6.433571994
5,0.024475062,0.134029771,5.476176975
6,0.027553363,0.170939567,6.203945737
7,0.983430028,1.159656095,1.179195328
8,0.025472059,0.147674791,5.797520803
9,1.918732893,2.042451735,1.06447945
10,0.018432687,0.107003309,5.805084624
11,0.351598288,0.479492467,1.363750858
12,0.016899667,0.096130546,5.68831003
13,0.352520137,0.494978598,1.404114391
14,0.016104701,0.085254404,5.29375892
15,0.351607673,0.48932584,1.391681347
16,0.355042664,0.497184572,1.400351629
17,0.356671203,0.516071394,1.44691074
18,2.560176665,2.016365445,0.787588401
19,0.011960165,0.061675674,5.156757879
20,0.266168973,0.357941127,1.344789078
21,0.013288537,0.065294268,4.913578444
22,0.011810427,0.05815062,4.923667876
23,0.264109463,0.331128911,1.25375633
24,0.013338991,0.065663313,4.92265964
25,0.502758517,0.509418071,1.013246028
26,1.252284252,0.963917352,0.769727281
27,2.451173342,1.604244875,0.654480386
28,0.008551624,0.042193414,4.933965288
29,0.00757726,0.035400343,4.671918641
30,0.176495524,0.203299396,1.15186715
31,0.008239308,0.039636027,4.810601155
32,0.008102071,0.041290323,5.096267554
33,0.342371808,0.31118723,0.908916047
34,1.175187617,0.720790204,0.613340537
35,1.172334483,0.733447968,0.625630294
36,2.156120426,1.171058803,0.543132373
37,0.005841313,0.026220097,4.488733571
38,0.005685896,0.029226439,5.140164255
39,0.005503221,0.026436595,4.803840031
40,0.337971746,0.240187399,0.710673012
41,0.340460595,0.239854144,0.704498986
42,0.338721536,0.240968835,0.71140689
43,0.672947443,0.375741631,0.55835212
44,0.559149428,0.335978633,0.6008745
45,6.058518908,2.350482589,0.387963234
46,0.004753573,0.021934521,4.614323269
47,0.004627398,0.021020631,4.542645733
48,0.096141937,0.101651899,1.057310698
49,0.00435205,0.019425885,4.463617096
50,0.277511706,0.190052894,0.684846402
51,0.549787478,0.291183502,0.529629199
52,0.187987794,0.153639038,0.817281988
53,1.279478765,0.557293387,0.435562826
54,2.34103973,0.905739944,0.386896443
55,0.003848615,0.017873599,4.644164067
56,0.003729358,0.016848113,4.517698155
57,0.147311805,0.113136649,0.768008027
58,0.076909835,0.081139905,1.055000371
59,0.147568961,0.117646384,0.797229869
60,0.003769843,0.017528376,4.649630181
61,0.147240574,0.114037659,0.774498876
62,0.218409407,0.143654775,0.657731629
63,3.544960004,1.145731826,0.323200212
64,0.002429189,0.010649928,4.384150378
65,0.055760656,0.057381262,1.029063615
66,0.055464491,0.057685344,1.040040997
67,0.108798049,0.083033716,0.763191225
68,0.161417624,0.101871221,0.631103461
69,0.423113863,0.178294022,0.421385441
70,0.580682417,0.229978858,0.396049289
71,0.790498442,0.280721383,0.355119464
72,3.602956792,0.980132483,0.272035592
73,0.001770515,0.008402292,4.74567778
74,0.001604838,0.007345271,4.576953709
75,0.001800518,0.008443739,4.689617972
76,0.140447099,0.076644796,0.545720036
77,0.105256467,0.064554241,0.613304269
78,0.277612032,0.113910076,0.410321107
79,0.520320755,0.169641224,0.326032015
80,0.933968612,0.256360992,0.274485661
81,3.680373424,0.803633259,0.218356446
82,0.00127329,0.00567677,4.458347507
83,0.026666389,0.027035563,1.013844152
84,0.00126769,0.005734962,4.523946675
85,0.18059302,0.07397509,0.409623196
86,0.104376744,0.055120778,0.528094435
87,0.180458746,0.075279134,0.417154258
88,0.257910694,0.094709136,0.367216784
89,1.308546398,0.285849594,0.218448192
90,4.091854424,0.748956949,0.183036069
91,0.000869653,0.003772008,4.337373153
92,0.017953301,0.017783987,0.990569172
93,0.051359902,0.030114742,0.58634735
94,0.119371971,0.048605045,0.407173014
95,0.136552668,0.052873555,0.387202647
96,0.204092661,0.065743487,0.322125676
97,0.425089314,0.102831194,0.241904914
98,0.73067325,0.148821252,0.203676886
99,2.435950378,0.382431479,0.156994774
1,0.024062339,0.13543548,5.628525176
2,0.026608964,0.14228958,5.347430325
3,0.026859562,0.194589815,7.244712979
4,0.024186645,0.125366263,5.18328442
5,1.0135631,1.257021041,1.240200082
