phi,beta,p10,mu[1],mu[2],mu[3],mu[4],mu[5],mu[6],mu[7],mu[8],mu[9],mu[10],mu[11],mu[12],mu[13],mu[14],mu[15],mu[16],mu[17],mu[18],mu[19],mu[20]
0.886444503,1.909728314,-4.05863369,0.103825896,0.027356897,0.006251562,0.577809056,5.30E-12,7.08E-11,0.00088335,0.001170716,0.000463006,0.700220735,0.115499917,7.56E-07,5.464791197,0.145730896,0.335780281,2.893827696,1.36E-06,2.458904512,3.452098172,0.148141942
0.865058955,3.956648937,-4.391036515,0.102470742,3.13E-14,0.000267776,0.749821135,1.51E-11,0.000219026,0.000885173,5.07E-05,0.038626723,1.189873151,0.05813486,1.85E-07,6.890629471,0.108058409,0.222468637,2.84660645,6.84E-07,2.046501778,2.704951124,0.048791076
1.205976507,3.157308251,-3.766921079,0.108585897,6.25E-22,0.000945679,0.676947974,0.006684858,0.001287142,0.000978368,1.05E-06,0.000305733,0.734017863,0.031437156,0.003930168,6.038678482,0.11401922,0.121385708,2.551833991,7.22E-19,2.32204053,3.802820876,0.115213941
1.177263447,2.699828948,-3.925573668,0.082615732,2.61E-18,0.000121821,0.712045308,0.002510693,0.001095557,0.008697775,9.08E-06,0.001174471,0.633675696,0.027949679,5.51E-09,5.351549456,0.140314242,0.544614991,2.500642638,3.60E-13,2.970589035,3.273063412,0.127736301
0.994893022,1.858367174,-3.629961716,0.110608945,2.92E-14,0.000440458,0.571714243,0.001708616,0.001068271,0.000217334,6.00E-09,0.002262107,0.465368599,1.05E-11,3.58E-26,4.758990253,0.104713453,0.264268391,3.519151784,4.04E-09,2.796772769,2.678326043,0.042917592
0.837670987,2.84961132,-3.657991074,0.082773786,2.54E-13,0.014349352,0.608309256,0.002829249,0.029115423,0.000327346,1.05E-07,0.000107007,1.280461144,8.75E-16,2.60E-26,7.486871027,0.108178435,0.372482368,2.442412673,6.97E-13,1.314436151,3.368291591,0.071076089
1.03336714,2.590100507,-3.954680007,0.091684622,2.53E-32,9.58E-13,0.538650025,1.02E-05,4.10E-05,0.000474443,0.001999673,0.001279822,0.614155504,6.54E-05,2.58E-18,5.360223761,0.096552314,0.358842653,3.289086468,5.78E-15,3.747060763,3.464407342,0.0728742
0.919603723,2.695141467,-4.226485297,0.102379001,4.46E-15,0.000124829,0.642588276,1.17E-05,4.11E-13,0.002084069,0.530887506,0.000562335,0.838841311,0.000261044,9.29E-10,7.183100003,0.109770842,0.472709312,2.860237369,1.69E-12,1.421947361,3.293199305,0.043230691
0.937628057,2.455682574,-3.895003246,0.139409874,3.63E-15,4.55E-05,0.73397081,1.47E-15,3.58E-07,0.000241738,0.005620937,0.005894383,0.843506278,1.01E-07,0.005933669,6.92323678,0.08048896,0.040536538,2.951093481,2.72E-26,2.363920336,2.77157622,0.059900134
1.08946659,3.21445934,-3.901645586,0.084050083,2.95E-25,0.000787932,0.525311526,6.52E-10,1.20E-10,0.002564751,0.241833764,0.001875909,1.153230771,2.89E-06,0.002097963,6.035407016,0.134624956,0.055014489,3.236957,9.15E-19,3.452418644,3.819276959,0.097654406
0.832616774,1.773521218,-3.493953133,0.087566924,7.44E-28,0.019964435,0.633115655,3.56E-10,1.44E-16,0.004545869,3.31E-05,0.003055807,0.591762833,2.48E-06,3.28E-05,6.418093468,0.080302394,0.051168831,3.011513069,1.84E-15,1.614207931,2.870011601,0.053292665
1.018174148,3.311421568,-4.289725153,0.094225756,3.84E-10,2.05E-10,0.586843899,4.37E-05,6.28E-08,0.004657962,3.71E-06,0.003834805,1.206899941,0.014420279,0.002357278,6.455360239,0.115031212,0.152684953,3.215293965,1.55E-18,2.841200546,4.15641821,0.103532214
0.991241,2.336778359,-3.253496096,0.109317888,5.08E-07,2.43E-14,0.682557669,3.80E-20,0.001675545,0.000839139,2.57E-07,0.015812876,0.762947037,0.019245903,3.84E-05,7.351707736,0.122011164,0.569971418,3.88686076,4.49E-08,2.581273754,2.817318342,0.051068599
1.052831721,3.809049805,-3.280932638,0.069620522,5.78E-31,9.06E-12,0.480208729,1.27E-06,3.97E-10,0.0037237,2.12E-05,1.75E-06,1.041341992,0.002837747,2.47E-06,7.301273749,0.114566382,2.02E-11,3.328765879,4.49E-07,1.658335597,4.058015591,0.076988227
0.845123581,3.885201175,-3.291837019,0.126091383,1.02E-14,0.077029142,0.725253989,4.00E-05,1.29E-30,0.002130262,0.024997804,1.70E-06,0.751159095,2.99E-12,4.09E-06,6.042863793,0.096255346,1.55E-11,3.003592489,0.005176501,5.082645424,2.995608854,0.051793849
1.022603258,2.140436926,-3.556052514,0.07048654,1.90E-07,5.55E-10,0.526719263,2.18E-05,1.14E-26,0.002501072,0.049502325,5.03E-09,0.841402996,2.13E-05,1.77E-06,7.425433267,0.118852255,6.46E-09,3.646373942,0.006436231,1.837317415,3.168843131,0.021384617
0.971526443,3.548073592,-3.377376565,0.065378672,1.01E-05,2.45E-08,0.515582627,2.44E-21,1.00E-24,0.003738513,0.086446161,3.11E-06,0.863366318,6.14E-06,3.55E-07,5.394168318,0.111045126,0.003410788,3.816280787,0.016808777,1.672054904,2.91498113,0.201470217
0.921129018,2.433417072,-3.383237045,0.072119174,1.24E-10,1.51E-10,0.592241662,0.221261753,1.04E-22,0.000705983,0.017736018,0.002580152,0.560844808,2.24E-05,2.53E-09,6.619222812,0.089945045,8.65E-05,3.15451733,0.000297613,1.943526518,3.398691719,0.032681744
0.991122576,2.795224442,-3.529067674,0.0775893,0.020504258,9.36E-08,0.675553995,2.61E-38,6.25E-11,9.05E-05,0.045857181,6.96E-06,0.911834482,7.12E-18,1.43E-10,6.422595947,0.109810358,0.000223184,2.468914368,6.19E-07,3.192950485,3.132545144,0.080411342
0.866238853,2.218251682,-3.994689321,0.093097402,3.68E-11,6.88E-06,0.548110266,1.26E-08,4.94E-07,0.001632479,0.12622833,0.000232401,0.873186759,1.57E-30,5.14E-07,6.509880297,0.087371236,1.50E-16,3.422439216,4.28E-20,2.579650663,3.290145291,0.090191381
1.019829224,2.416442182,-3.483137314,0.099325426,2.88E-15,8.76E-09,0.60036024,0.000125241,0.000344241,0.00086048,0.079009114,0.035436981,0.690698504,7.26E-14,0.005232171,5.145669805,0.130942829,2.09E-11,2.642250687,0.002420964,2.232732704,3.085508539,0.058809296
1.034565844,3.035915643,-3.155488054,0.095836419,3.28E-15,3.46E-07,0.670443034,1.60E-07,0.003079368,8.94E-05,0.085432115,0.000144689,0.752220156,3.03E-07,3.99E-09,7.53802635,0.131280797,0.092252812,2.957360277,0.008259624,2.083768938,2.875406867,0.162597276
0.93878688,1.657204768,-5.588293508,0.071702657,0.00037492,2.79E-09,0.645655043,1.12E-06,1.41E-06,0.000352176,0.113936836,0.006793548,1.118945988,1.93E-05,9.33E-08,6.364712671,0.112184214,0.15442152,2.841755672,0.009296493,2.865931948,2.973189054,0.051330994
0.887429437,4.352119297,-2.755813473,0.116947352,0.00685321,1.83E-09,0.63259686,0.000107095,1.65E-12,0.001910755,0.022732213,0.003794665,0.604305908,5.19E-08,1.24E-07,6.146433957,0.095821363,0.118624741,3.466010125,0.018013777,2.627296549,3.628518977,0.029739625
0.788707738,4.829670954,-3.946323056,0.068569715,3.01E-10,4.83E-06,0.606128482,1.13E-05,5.12E-12,3.36E-08,0.114866144,0.001135001,0.724443115,7.60E-05,0.00025211,6.048344262,0.109198791,0.323750306,3.407242596,1.37E-12,4.47000918,3.697392991,0.126909806
0.998494216,2.82333477,-3.895146077,0.091750713,3.32E-12,0.002161372,0.541223846,7.07E-06,8.17E-21,8.73E-07,0.079514979,0.000665977,0.896301494,0.0033204,0.000510877,7.220274284,0.110215019,0.877445542,2.972810849,5.87E-08,2.413709518,3.034508502,0.056044037
0.813747169,2.015878506,-3.938430102,0.091184777,6.95E-20,6.05E-06,0.475662307,7.69E-23,2.08E-23,2.07E-05,0.09118475,1.85E-05,0.741281839,0.029303196,0.00041284,6.308957835,0.081169008,0.229206484,2.174405845,4.56E-08,2.273908315,3.697229488,0.045511412
0.835823642,2.612600529,-3.698851702,0.079833258,1.51E-12,0.029449206,0.399510371,4.85E-19,2.56E-19,0.013094863,0.046169673,1.30E-05,0.549189377,3.20E-16,3.92E-05,6.764027998,0.081104352,0.001024071,2.978230222,3.95E-20,2.225797531,3.637630217,0.044128425
0.930724563,1.884015486,-3.558181869,0.109527968,1.85E-08,3.26E-07,0.610831312,0.002991351,0.003042225,0.000443083,0.013152219,3.35E-06,0.950126247,2.52E-32,4.04E-05,6.463553466,0.119636916,0.000952913,3.045040366,1.10E-09,2.099528542,2.08069282,0.074032968
0.935520506,1.991595001,-3.293183629,0.090563047,1.08E-12,3.05E-05,0.492814054,4.43E-06,0.000221961,0.002955188,0.051385128,0.008297229,0.7829049,8.20E-32,1.23E-09,5.595995446,0.103509545,2.32E-12,2.286997692,0.001652995,1.79888891,3.09695437,0.082700312
1.035928322,2.484928481,-4.118877577,0.088361693,2.79E-13,0.000186563,0.473430224,4.77E-08,0.00305822,0.002539954,0.149232934,0.011420733,0.831426395,2.82E-42,1.85E-06,5.419971963,0.117157476,0.432269648,4.144908407,1.45E-08,2.752502778,3.717890455,0.096903089
0.937910974,2.85078815,-3.725209787,0.092885467,8.47E-08,0.000502004,0.727765761,2.83E-07,4.29E-07,1.74E-05,0.044403463,0.00219699,1.184821361,1.82E-18,3.87E-08,6.493840928,0.091321832,0.870477676,3.571176145,8.01E-09,1.874547024,3.814291699,0.063071502
0.953305329,2.261023067,-4.085924355,0.065975925,0.003768875,0.000558636,0.732754194,4.07E-15,0.000144131,0.000392825,0.214472825,0.006319882,1.114530847,0.002360691,0.007724892,8.714623593,0.101333536,0.851478385,3.129239796,0.000196189,2.393648147,3.87706701,0.114108012
0.946170582,3.757841331,-2.98237555,0.072297501,1.61E-07,0.000292014,0.654122784,1.79E-19,3.69E-06,0.002072493,0.033585866,0.000395876,1.024606997,1.25E-05,6.58E-07,8.10314899,0.085260539,0.038016903,3.297471601,0.032108805,2.29661769,3.557500601,0.096828412
0.978158432,4.400497576,-3.341522872,0.06355961,0.004101353,0.017230295,0.585478663,1.32E-27,1.25E-13,0.003251642,0.106266389,0.00272164,1.041009396,3.08E-07,4.37E-07,7.274789636,0.097665596,2.52E-06,3.61540656,0.000632815,2.501830566,3.484100437,0.130442318
0.882895066,1.324315468,-3.418729546,0.127196622,5.73E-05,0.013937836,0.595882494,2.90E-23,5.48E-22,0.001451074,0.038844042,0.016244411,0.6869353,0.051125555,6.82E-09,5.532881984,0.108820523,1.43E-25,2.591081296,4.45E-17,2.48040875,3.173866601,0.039952126
1.058966671,4.080952273,-3.823195557,0.054630999,9.60E-05,0.000443223,0.660108252,5.21E-21,0.002289591,0.000166888,0.019475301,0.004683365,0.71500392,1.36E-12,4.47E-08,6.633149105,0.11755199,0.760128228,3.436435117,8.60E-23,2.827756761,3.801597802,0.159340639
0.830890248,1.850713839,-3.9265306,0.142385623,3.93E-31,6.03E-05,0.583909346,1.99E-23,0.006911922,2.33E-05,0.018874147,0.003303084,0.950683263,4.98E-14,1.50E-12,5.866470431,0.090111587,0.040169734,2.957034408,1.16E-22,2.194792175,2.918486503,0.02041177
0.916218031,3.255586926,-3.491845337,0.077041359,1.13E-22,0.008289571,0.790642447,1.36E-10,3.23E-19,0.003753262,8.70E-08,0.00028558,0.586821589,0.002062202,1.01E-06,6.42998479,0.081493172,0.075470047,2.679242856,0.206905343,3.419726037,3.497134392,0.039942017
0.856394272,2.156206932,-4.088534102,0.100807395,0.030563775,7.43E-05,0.535032058,4.77E-07,0.173602583,8.64E-06,0.001693474,7.61E-06,1.175884292,0.000578601,8.99E-07,5.845141584,0.113729159,0.063728936,3.505186982,3.82E-14,2.191056994,3.134068717,0.057325718
1.037039805,2.638991885,-3.382604245,0.086296836,2.82E-11,2.06E-05,0.62708783,1.07E-12,1.35E-20,6.02E-05,0.00886675,2.44E-05,0.648123797,7.22E-05,7.50E-07,6.33521346,0.081082577,0.070994879,2.456289477,4.10E-11,2.424595111,3.458824667,0.081123995
0.944791409,2.137712157,-4.17299222,0.064159452,6.71E-17,0.00146367,0.522299835,0.000521678,9.41E-22,4.93E-08,0.309146994,0.057343675,1.00341479,0.000792017,0.00636918,7.403542632,0.112653572,0.139491589,3.046269343,1.54E-16,1.609190181,3.152737247,0.026895016
1.005276156,2.074157913,-4.331884397,0.064722372,6.06E-11,0.003887919,0.567854711,1.56E-09,1.36E-21,1.20E-07,0.049822245,0.001217564,1.344983337,0.004493204,1.46E-05,7.103601239,0.101289658,0.133532025,3.130718963,3.13E-22,1.424140127,2.964274625,0.028358509
1.064780684,2.407929599,-3.615599377,0.113990324,2.14E-16,0.00446643,0.569028507,8.76E-10,9.02E-11,1.45E-06,0.065900165,1.20E-05,0.482467715,4.32E-11,0.002750875,5.46510477,0.105415594,0.944977866,3.154868885,0.103156283,3.478243479,3.315708544,0.11716462
0.96109448,2.858253113,-4.013238618,0.092085461,9.15E-14,1.05E-05,0.746859707,6.08E-06,2.27E-20,0.000298013,0.010283488,0.001897179,0.633261429,0.000292719,0.003748998,7.276860628,0.106301453,0.09340455,3.503474248,4.44E-09,1.670367793,2.814174489,0.056404026
0.850597781,1.524141465,-4.629878996,0.108232093,2.74E-10,0.027055075,0.502021387,4.96E-08,6.11E-08,0.000490953,0.02841702,0.001086143,0.879654932,1.33E-14,1.11E-09,6.324698666,0.124095244,0.188566302,3.382146843,0.061127296,2.306173724,3.013401471,0.162670103
0.991064264,2.455319681,-5.330554216,0.146915071,0.021110313,6.77E-05,0.499032887,0.001809523,7.42E-12,0.007353473,0.12743777,0.048072756,0.706230262,1.43E-05,0.017486726,6.52667787,0.134914213,0.274037442,3.725463874,7.99E-18,2.017249497,4.106323311,0.097914839
0.835193631,2.075332109,-3.286135052,0.048843632,4.49E-21,0.004666358,0.757170646,0.000596208,2.85E-07,0.005218241,0.078287672,2.86E-05,0.888358675,1.89E-08,1.73E-09,7.061296476,0.079348542,0.256642791,2.279364549,4.62E-18,2.48795236,2.399554421,0.043043904
0.742610397,2.982425115,-3.68408794,0.078308192,0.063423011,0.002164013,0.68263232,0.000822577,0.000883769,7.01E-06,0.000227139,0.000280729,0.701442783,3.42E-06,1.55E-07,5.970753081,0.092774644,0.327014307,2.57722636,0.154036012,2.99886343,4.065789417,0.052327458
1.117593678,2.014672851,-3.854296366,0.107747918,8.31E-21,0.004574175,0.503110644,1.04E-17,0.020038101,2.55E-05,3.97E-05,0.000422755,1.035344276,5.50E-05,1.83E-08,6.314598874,0.114050951,0.297047898,3.655701108,5.06E-08,2.092299279,2.724515478,0.105301742
0.944708713,2.795788007,-3.982752512,0.09779859,5.37E-06,0.003497982,0.494439938,2.18E-20,4.67E-06,0.028586666,0.005964032,2.38E-06,0.71971845,0.002918751,1.16E-13,5.420476932,0.119912892,0.461597709,2.530643342,0.095056447,2.196826596,2.947082419,0.127774057
0.901852214,2.450492396,-3.772044035,0.091115881,0.008011234,0.000597701,0.542891514,1.62E-20,0.01012105,2.68E-05,0.002078048,1.48E-06,0.835177273,1.94E-06,0.00021435,5.730167342,0.121279596,0.357228336,2.658729415,5.00E-12,2.533125726,3.313286931,0.065549648
0.881537901,2.574836486,-3.841723075,0.087478151,2.08E-05,0.014656381,0.558740547,3.36E-18,0.013756846,2.32E-06,0.009739443,4.21E-08,0.773323015,0.009099184,1.81E-08,6.499645208,0.122631213,0.352766112,2.542776674,3.40E-14,2.551312655,3.512955237,0.075416857
0.94137263,1.90085272,-4.108118059,0.086423272,2.37E-05,0.001185153,0.634790977,5.30E-11,0.004912967,3.98E-05,0.239275066,0.002041719,0.825645404,2.28E-20,1.59E-08,6.034615686,0.091327146,0.348531691,3.551535531,1.39E-24,1.593598248,2.783098175,0.073741901
0.745770763,2.463458836,-3.680895765,0.112959881,8.35E-08,0.000707548,0.540985601,0.002218943,8.07E-09,0.002114159,0.008051945,0.024765335,0.708318198,0.000299708,1.36E-10,5.301772225,0.152746771,0.363474648,2.790008665,5.00E-07,2.114742473,3.704520941,0.058789268
0.754366737,2.430996862,-3.550528113,0.113483277,3.42E-10,0.002276162,0.540272089,0.021455604,1.94E-10,6.45E-05,0.006977957,0.044498059,0.746063136,0.033917154,7.78E-09,5.389636907,0.148434869,0.18610424,2.823645329,6.36E-09,2.086718104,3.893039457,0.051746519
1.157970631,2.649070081,-4.205838158,0.092035576,4.71E-13,0.002289975,0.559033979,0.040702584,2.87E-09,0.000148441,3.42E-05,0.000295915,1.197255509,0.093787728,1.19E-05,7.233137887,0.078663476,0.162271398,3.523066122,1.90E-10,2.453306135,2.494870904,0.104228197
0.754262258,2.316365706,-4.002175441,0.097803377,1.79E-21,0.001179255,0.730311889,0.000108564,9.18E-05,4.83E-05,2.97E-05,0.002733704,0.993305605,0.032539415,2.22E-05,6.615311873,0.137130276,0.189831516,3.024382848,3.20E-06,2.242325154,4.38052099,0.089862009
0.870419162,2.571899313,-3.343219375,0.065351781,6.32E-18,0.007410607,0.799285878,0.00011708,3.33E-05,0.014824711,0.029021464,0.008843482,1.174000675,9.70E-15,3.98E-05,6.516478923,0.120847917,0.485825906,2.791928856,0.0008624,3.111713401,4.115800768,0.051237613
0.717840109,2.839050752,-4.114857633,0.120511782,4.20E-30,0.004210469,0.604113827,0.003891906,5.59E-06,0.000177807,0.099187814,0.011505911,0.676591282,1.90E-11,0.000234216,7.816801328,0.108779598,0.515930651,2.413733939,8.00E-17,2.195921939,4.427689188,0.065740622
0.740751174,2.511694537,-4.26760298,0.098880773,1.24E-28,0.003343202,0.600746483,2.58E-05,0.186812589,0.000518773,0.032251908,0.021737465,0.662971718,1.70E-12,0.002102129,8.423288228,0.107469249,0.452781889,2.569485676,1.21E-13,1.954823216,4.272159631,0.055905009
1.106506697,2.753752228,-3.329669315,0.095375564,5.17E-35,3.34E-06,0.527990882,2.96E-07,2.75E-19,2.49E-06,0.192152678,0.002067199,1.011705006,3.43E-12,0.001637349,5.353638007,0.103375473,0.269129358,2.865364747,0.108098431,4.586713686,2.811705598,0.122220585
0.872073555,2.324511023,-3.531857299,0.071086298,2.74E-30,8.58E-11,0.718361142,3.34E-13,1.01E-13,0.029160508,0.000194061,0.014894702,1.007839906,5.19E-16,3.54E-05,5.146483609,0.093912871,0.119793634,2.79504062,3.35E-19,3.642967467,2.795367985,0.024714277
0.95481518,2.915165003,-4.112770721,0.129970208,2.43E-37,0.030176237,0.661425639,3.91E-14,0.001248326,9.45E-10,0.012469752,0.030964637,0.711746728,2.51E-35,1.83E-14,6.769084402,0.10313091,0.276778477,3.388565926,4.83E-26,2.429396898,3.27404694,0.143316934
1.033612826,1.963155308,-3.893480338,0.079419358,7.11E-55,5.26E-06,0.602908973,1.08E-12,1.75E-32,2.55E-08,0.022520471,4.10E-06,0.863818291,0.418260429,1.83E-14,6.04562891,0.110519618,0.504184668,3.268111924,5.14E-29,2.252065607,3.562106522,0.030409122
1.050995994,2.228943979,-3.726747211,0.071766983,2.17E-50,0.00805393,0.532342787,1.16E-26,7.65E-26,1.20E-06,0.038505264,0.000370048,0.830816111,4.10E-09,8.28E-07,4.994820323,0.107283448,0.659291914,2.956307997,5.27E-22,2.556624017,3.234293409,0.025287755
1.049737,3.078441436,-4.374232791,0.158066804,4.99E-29,0.000373028,0.535317979,1.43E-18,2.29E-29,1.40E-05,0.049086791,0.003371465,0.885841272,7.27E-06,0.000243423,6.874137508,0.073091422,0.259255705,2.991376687,3.61E-14,2.417410617,4.637606454,0.031647069
1.035166944,2.902638031,-4.073870276,0.129199855,2.82E-25,0.000194622,0.559230421,5.48E-08,1.17E-26,0.012277989,0.757755903,0.000956586,0.91681287,1.50E-06,0.000168947,6.772724365,0.076037175,0.609848277,3.052116554,4.88E-08,1.967759067,4.395111709,0.036682457
1.027237525,2.72983639,-3.378155,0.062887601,1.58E-31,1.06E-05,0.51581868,0.002396342,1.28E-29,1.04E-05,5.15E-06,0.000299935,0.909795551,1.27E-05,7.19E-05,5.462304475,0.092939489,0.609976939,2.743446919,3.23E-06,3.042027354,2.831040797,0.045137984
0.859000576,2.462458123,-4.194468662,0.128047988,6.65E-24,3.27E-08,0.706395247,0.013414838,9.75E-10,0.014366966,0.05823365,3.18E-05,1.031475864,2.33E-08,0.000347129,6.768031714,0.098937354,0.136670937,2.693306361,4.77E-16,2.349617887,4.391705567,0.102378894
0.870884194,2.825931547,-3.123431178,0.104515365,1.16E-21,8.27E-07,0.604447754,5.60E-11,0.026909095,5.55E-05,0.127105989,0.061269864,0.823188221,1.27E-14,3.16E-05,7.160623178,0.113095895,0.142121707,2.558788794,5.77E-33,3.170633554,3.469961991,0.087998097
0.990237403,2.818749793,-3.028760566,0.0781642,8.90E-07,4.61E-05,0.551925443,1.45E-05,2.40E-08,0.000291222,0.078956647,2.31E-05,0.846533215,1.01E-17,7.45E-05,6.998866025,0.114649861,0.042807477,3.379754747,9.97E-29,2.580811764,3.523228969,0.055774479
0.995677486,2.955999794,-2.911586002,0.07873304,0.000274217,0.000149117,0.535695606,0.006487555,6.56E-09,0.000155416,0.044331153,3.17E-05,0.831556544,1.97E-19,4.06E-10,6.599578007,0.099200233,0.006925897,3.158438142,1.05E-26,3.017136908,3.278231434,0.042481398
1.041724694,2.616354352,-3.515377407,0.082158295,9.95E-07,0.013783392,0.572793616,2.13E-05,1.60E-05,2.40E-05,0.04120896,1.20E-06,0.668467007,7.27E-20,1.29E-10,7.715331168,0.097265379,0.096089948,2.882775034,4.87E-20,2.333989553,3.345868752,0.022040121
1.076764515,3.172721253,-3.626453511,0.092412726,1.82E-05,0.001034183,0.60527857,5.05E-14,0.014717922,3.65E-06,0.003158843,7.97E-07,0.678126072,8.17E-19,2.76E-12,8.867076163,0.08267277,0.756816383,2.856622074,2.08E-22,2.345702296,3.371741599,0.019028129
1.080345793,3.070342422,-3.815766087,0.08617973,3.59E-07,0.013861035,0.625103614,7.53E-15,0.000127886,1.72E-06,0.010546066,1.38E-06,0.711339515,1.76E-16,5.15E-09,8.860410892,0.091266163,0.232100454,2.79142619,2.03E-23,2.284246933,3.507977731,0.019159168
0.866372888,2.699763581,-3.722230566,0.115254839,0.00088063,0.000311017,0.616639545,2.36E-09,0.000764917,0.000286368,0.189521739,0.049793837,0.907599744,4.97E-13,1.23E-06,5.933220527,0.12086638,0.404505752,3.157392916,1.38E-42,2.089392044,3.268972575,0.12150684
0.877182936,2.479039525,-4.270086498,0.063728358,0.000188497,0.004057573,0.666276422,3.20E-07,0.008452651,0.008970124,0.007147826,5.23E-05,0.852160402,3.08E-12,1.26E-11,6.327969678,0.089350851,0.365013425,2.865735278,1.25E-31,1.961366036,3.23142522,0.07553574
0.916799988,2.162659249,-3.375971293,0.061219567,1.92E-09,0.001653309,0.554096701,0.038278438,4.42E-07,0.00039737,0.001351106,0.049869465,0.676964178,0.001564739,0.000451584,7.426331498,0.101537915,0.398295018,2.367323338,1.43E-41,3.245368612,3.592211993,0.108091188
0.848743226,2.592965233,-3.660613038,0.06382325,2.26E-16,0.003720524,0.640049069,2.30E-12,0.003926024,0.000114374,0.00096968,8.74E-05,0.914940466,0.002578733,0.000810724,6.347657513,0.118934579,0.328626307,2.731121967,8.87E-60,3.038196473,3.866741508,0.161945165
0.829829418,2.931739332,-4.160011882,0.08201344,9.22E-14,0.003362499,0.594170456,1.34E-07,0.004971694,0.01669565,0.001591565,0.00298055,1.03994552,0.000407538,0.000316874,5.716975207,0.107031862,0.380457528,3.107061752,2.87E-53,3.468538407,3.55849767,0.064079335
0.933035572,2.003454856,-4.165576397,0.102628209,6.64E-29,1.94E-08,0.443710901,9.68E-05,3.92E-18,4.42E-05,0.03257157,0.003286791,0.923485724,0.00075982,2.38E-08,6.620269911,0.141505486,0.29764573,3.041707747,1.40E-45,2.381700921,2.726653385,0.119258391
0.973555476,2.186100104,-4.600854734,0.118566538,5.06E-38,0.000127178,0.673041668,8.81E-07,1.48E-16,0.015112967,0.014766074,0.002768164,0.678064873,2.32E-14,9.91E-14,6.840593806,0.079884903,0.596253583,2.169644055,2.02E-30,2.131895006,3.294441929,0.066236062
0.846406773,2.43991477,-3.718236,0.069588826,1.11E-07,0.012103799,0.568722381,5.52E-36,0.00130797,0.000146557,0.00510634,0.002504484,0.996900054,1.03E-12,1.67E-07,5.467118639,0.137030066,0.538557083,3.688613102,7.83E-08,3.470730611,3.154373178,0.092762305
1.104352489,3.084032996,-4.329999359,0.106647457,1.71E-07,0.001416941,0.675018289,1.53E-06,6.05E-13,0.021175525,0.002971755,0.009772049,0.879309707,7.25E-13,1.38E-11,7.091792373,0.079843867,0.299528216,2.654941233,4.92E-07,1.874450952,3.659963071,0.057381858
0.770700135,1.952937016,-4.305688328,0.074958893,2.46E-10,0.009427853,0.581929195,0.002501916,3.80E-23,5.61E-08,0.032746039,1.80E-05,0.900270896,3.09E-18,1.24E-12,6.333270719,0.090280285,0.419218233,3.232753982,6.16E-21,2.527383865,2.609910411,0.022212537
0.787570677,2.36305118,-4.854310963,0.061660628,4.57E-05,0.001068224,0.551795101,2.37E-05,1.85E-24,4.47E-07,0.040921648,0.000134703,0.742597583,5.04E-16,1.14E-09,7.241113276,0.095931663,0.307445937,3.009614056,9.22E-17,2.493658264,2.514588541,0.033648075
1.079927708,2.729452955,-3.848493979,0.128675336,0.0041583,0.002326299,0.599938155,1.81E-05,0.002409814,1.67E-05,0.071164556,9.51E-05,0.897020638,8.25E-08,1.10E-09,5.113179973,0.109251131,0.348086579,2.960599188,3.68E-23,2.049977988,4.015768659,0.081938093
1.011879529,2.402994075,-4.408130877,0.093960563,1.64E-08,0.002481031,0.537733236,4.19E-15,0.008784214,0.011156295,0.078038104,0.000539979,1.073642385,4.33E-06,7.39E-05,5.203100055,0.086380964,0.212614722,3.190650979,7.05E-28,2.319233406,4.279924508,0.07340781
0.794958825,2.061889206,-3.730789995,0.084150104,2.56E-05,0.001150819,0.569926249,2.13E-13,6.12E-06,0.000106669,0.028657978,1.88E-05,0.960007805,0.000564775,3.00E-06,6.601586698,0.132216904,0.408481543,2.285358381,6.31E-11,2.064754708,2.267110226,0.026715815
0.990752139,2.098181346,-4.555079757,0.08266956,9.47E-14,0.010004746,0.489082471,3.87E-06,2.48E-05,0.000722785,0.004892923,0.000306054,0.738391671,0.006749662,1.19E-12,5.820223137,0.089961992,0.542297814,2.959139897,2.57E-11,2.076121045,3.287766321,0.098190787
0.881701215,2.814617359,-3.938922231,0.074944124,2.47E-09,0.010541008,0.747605864,0.000867917,0.030208631,0.000389622,0.018342951,0.000146933,0.883514175,0.001781124,9.53E-24,6.870999606,0.104171218,0.66660532,3.386450387,0.110189941,2.278352717,3.395797563,0.057595233
0.978308644,1.618929967,-4.469302367,0.076477215,2.42E-05,6.53E-05,0.651230543,9.39E-09,6.67E-09,0.001613733,0.091877391,0.019894583,0.958762292,1.01E-06,3.74E-12,7.531087075,0.132912781,0.132718871,2.983720064,1.10E-09,2.686390332,3.506636094,0.063594664
0.945858762,1.672887875,-4.642164467,0.086017803,0.000171507,0.000131446,0.653160249,1.18E-14,8.53E-05,0.000389217,0.028288781,0.012530617,0.785194407,5.44E-09,3.47E-05,7.020685954,0.132050615,0.164601031,2.777990077,1.24E-18,2.681238187,3.565326614,0.041827496
0.950484528,2.170497606,-4.408218586,0.09120433,0.003232919,1.65E-07,0.740545168,2.93E-15,9.67E-15,0.008489087,0.005067454,0.015833594,0.766695546,1.89E-08,1.04E-11,6.577835361,0.096855369,0.264245339,2.774850594,1.67E-05,3.055924278,2.950976609,0.068543978
0.980222603,2.573277521,-4.169041465,0.089567409,0.000661535,0.000407087,0.738711702,5.79E-13,1.74E-14,0.000141089,0.006670065,0.012390181,0.819166847,0.000276433,1.98E-06,6.357240854,0.101317056,0.339578665,2.834679178,0.000128048,2.830695749,2.973183797,0.069214275
