ID,mean,sd,cv
19,0.004683683,0.024123707,5.150585122
20,0.004831332,0.022254687,4.606325397
21,0.0047338,0.022499906,4.75303231
22,0.012549826,0.045947115,3.661175435
23,0.386275017,0.290857606,0.752980632
24,0.359365917,0.214481871,0.596834202
25,0.166171034,0.209346593,1.259826022
26,0.84549802,0.405650121,0.479776548
27,2.370554567,0.956959445,0.403685896
28,0.009759007,0.036096599,3.69879831
29,0.004001044,0.0178881,4.470857605
30,0.004102124,0.019505824,4.75505435
31,0.009896145,0.038431092,3.883440671
32,0.228969506,0.146448039,0.639596257
33,0.082118126,0.082835414,1.008734831
34,0.955873274,0.382630838,0.400294525
35,1.963542618,0.818296376,0.416744902
36,2.260291989,0.778188448,0.344286691
37,0.003291351,0.015295486,4.647175873
38,0.007430107,0.028604113,3.84975805
39,0.066789775,0.068657635,1.027966256
40,0.106934229,0.096617251,0.903520345
41,0.067059955,0.067215178,1.002314693
42,0.318183258,0.17805516,0.559599397
43,0.684648493,0.308398246,0.450447565
44,0.60744596,0.262942407,0.432865512
45,2.628463987,0.918017492,0.349260061
46,0.00631869,0.023818037,3.769457927
47,0.002956679,0.013781336,4.66108591
48,0.014595339,0.043710538,2.994828549
49,0.00566599,0.023290364,4.110554844
50,0.140133432,0.112990545,0.806306845
51,0.005864209,0.02352361,4.011386353
52,0.876147386,0.298004839,0.340130946
53,0.976996996,0.359804261,0.368275708
54,3.566192478,1.044811617,0.292976788
55,0.010967832,0.03559061,3.244999649
56,0.002387543,0.010869519,4.552595813
57,0.076644003,0.072259729,0.942796906
58,0.238821839,0.121065284,0.506927193
59,0.010822528,0.034734953,3.209504528
60,0.71278124,0.265258137,0.372145227
61,0.607945786,0.226163241,0.372012186
62,0.721157309,0.268947293,0.372938456
63,2.578026467,0.792281468,0.307320921
64,0.002143159,0.009827498,4.585518899
65,0.002095367,0.009303683,4.440120773
66,0.149254658,0.084602907,0.566835958
67,0.001915658,0.009067541,4.733380489
68,0.041022538,0.041972864,1.023165952
69,0.234317795,0.105669806,0.45096791
70,0.63097876,0.21734654,0.34445936
71,1.315505951,0.368920998,0.280440387
72,2.434489984,0.560515367,0.23023934
73,0.001574504,0.007448862,4.730924631
74,0.001416446,0.006087383,4.29764684
75,0.029821438,0.029576791,0.991796284
76,0.14165669,0.067905862,0.479369254
77,0.118944859,0.070752612,0.594835394
78,0.254556807,0.106434969,0.418118731
79,0.605856108,0.17308104,0.285680111
80,1.260416252,0.282208726,0.223901212
81,3.460329706,0.719457158,0.207915782
82,0.001106828,0.004917842,4.443187367
83,0.030068696,0.028741505,0.955861361
84,0.023414026,0.023490524,1.003267197
85,0.132448972,0.057972047,0.437693448
86,0.172622473,0.06892777,0.39929778
87,0.261908258,0.087225511,0.333038413
88,0.304920188,0.097184089,0.31871976
89,1.037265917,0.223160348,0.215142852
90,2.814226414,0.497325981,0.176718539
91,0.000815181,0.003477609,4.266055439
92,0.037762697,0.026676709,0.70643019
93,0.061650132,0.031730661,0.51468926
94,0.069870889,0.035427991,0.507049371
95,0.102194756,0.042002967,0.411009029
96,0.290354534,0.078994183,0.27206113
97,0.538347309,0.110324671,0.204932148
98,0.979544185,0.179984114,0.183742721
99,2.932576323,0.443250517,0.151147138
1,0.005424128,0.02445966,4.509417861
2,0.006134109,0.030953208,5.04608024
3,0.019085252,0.06865814,3.597444767
4,0.06762606,0.144669742,2.13926024
5,0.072038141,0.147596881,2.048871303
6,0.017499339,0.060187031,3.43938879
7,0.763655648,0.461150088,0.603871771
8,1.390134548,0.63903278,0.459691317
9,3.928635575,1.674099883,0.426127558
10,0.004768843,0.022589092,4.73680759
11,0.00529161,0.023729121,4.484290981
12,0.005148785,0.023757865,4.614266542
13,0.184687705,0.160275143,0.867817073
14,0.518566119,0.290857896,0.560888738
15,0.292168768,0.199581108,0.683102132
16,0.190590733,0.238089171,1.249216929
17,1.254278064,0.563663806,0.449393019
18,4.573699808,2.248124267,0.491532974
19,0.004621545,0.02108062,4.561379287
20,0.004810792,0.021976722,4.568212971
21,0.047766142,0.107573548,2.252087863
22,0.04622147,0.108668859,2.351047209
23,0.265788428,0.184104023,0.692671325
24,0.044593135,0.10861044,2.435586551
25,0.677039902,0.304305568,0.449464747
26,0.478281894,0.272567499,0.569888809
27,3.79116045,1.612523373,0.425337675
28,0.004005793,0.018649615,4.655660903
29,0.081508491,0.083971972,1.030223611
30,0.003939205,0.017968001,4.561326924
31,0.318408074,0.213896739,0.671769205
32,0.003964264,0.018102546,4.566432655
33,0.417271702,0.23597678,0.565523084
34,1.110000912,0.437081578,0.393766863
35,1.033769779,0.481592181,0.465860185
36,4.853888176,1.590602984,0.327696668
37,0.003563249,0.01743244,4.892288309
38,0.067411562,0.068640942,1.018236931
39,0.060701972,0.113475266,1.869383528
40,0.02100415,0.058838114,2.801261396
41,0.245701168,0.156257782,0.635966784
42,0.180480839,0.123917407,0.686595915
43,0.911927965,0.351663798,0.385626729
44,1.168914939,0.427136721,0.365413005
45,3.96566498,1.159043091,0.292269543
46,0.002923131,0.013600325,4.652657638
47,0.002794509,0.013080745,4.680874653
48,0.003037868,0.014143837,4.655842923
49,0.044549817,0.088398155,1.984254049
50,0.04582502,0.090336888,1.971344213
51,0.003048343,0.013924113,4.567764627
52,0.342709233,0.173778786,0.507073546
53,1.487461537,0.449213803,0.302000282
54,3.312896924,0.911245954,0.275060159
55,0.002440516,0.01126998,4.617867099
56,0.050242603,0.051883856,1.032666562
57,0.115326906,0.09197546,0.797519526
58,0.187323309,0.109674448,0.585482122
59,0.010571884,0.034004643,3.216516747
60,0.1463169,0.090381893,0.617713283
61,0.230147046,0.143261634,0.6224787
62,0.530838446,0.218575065,0.411754399
63,2.257342196,0.611649954,0.270960227
64,0.00189658,0.008588018,4.528159614
65,0.059839721,0.054846496,0.916556681
66,0.080605214,0.06046646,0.750155686
67,0.003493679,0.014700289,4.207681909
68,0.231684058,0.107812917,0.465344566
69,0.436332048,0.159122848,0.364682926
70,0.587656477,0.201737433,0.343291431
71,1.195178981,0.340054903,0.284522158
72,2.468747908,0.579582154,0.234767654
73,0.001378603,0.006067424,4.401139265
74,0.040784267,0.038862332,0.952875575
75,0.001409332,0.006584385,4.671990821
76,0.165300637,0.076183088,0.46087595
77,0.135030226,0.068051626,0.503973278
78,0.140273665,0.066807158,0.476263009
79,0.594366584,0.172236456,0.289781526
80,0.775569761,0.204571712,0.263769583
81,4.054329279,0.757229373,0.186770566
82,0.001574663,0.006629499,4.210106769
83,0.001683648,0.007058107,4.192151618
84,0.045512274,0.032806477,0.720827031
85,0.155300958,0.063726983,0.410345076
86,0.055719477,0.038235112,0.686207296
87,0.239750146,0.08238196,0.343615891
88,0.684156746,0.164452436,0.240372454
89,0.940302342,0.222309075,0.236422973
90,2.527306224,0.442904282,0.175247573
91,0.000769022,0.003321244,4.318787625
92,0.01620039,0.015982071,0.986523816
93,0.046885117,0.027741442,0.591689729
94,0.054145368,0.031474179,0.581290328
95,0.179244039,0.059499374,0.331946178
96,0.288287051,0.076174275,0.26423065
97,0.657806912,0.13424404,0.204078184
98,1.222207294,0.206026064,0.168568839
99,3.707995119,0.522770137,0.140984581
1,0.017878747,0.059434657,3.32431888
2,0.018122197,0.064282499,3.547169282
3,0.018354795,0.061821674,3.368148438
4,0.07134189,0.145349965,2.037371949
5,0.018460613,0.06326478,3.427014019
6,0.458227315,0.288786815,0.630226104
7,0.682255361,0.406451154,0.595746369
8,0.493383413,0.324291488,0.657280888
9,4.52654723,2.001430168,0.442153824
10,0.005328641,0.02432682,4.565295398
11,0.015568242,0.054136833,3.477389004
12,0.057154974,0.130295396,2.279686012
13,0.005222231,0.025033863,4.793710877
14,0.201541839,0.152286353,0.755606647
15,0.437002537,0.289768857,0.66308278
16,0.411665428,0.265038612,0.643820428
17,0.512175641,0.291961102,0.570040976
18,3.111493906,1.248235925,0.40116933
19,0.005066241,0.023327359,4.604471003
20,0.004852472,0.023800205,4.90475908
21,0.01352077,0.049568597,3.666107534
22,0.374666479,0.236248516,0.630556853
23,0.264651992,0.197586417,0.746589571
24,0.50116498,0.289885037,0.578422373
25,0.3887223,0.253405609,0.651893674
26,1.152429375,0.545856559,0.473657276
27,2.338633785,0.90869118,0.388556424
28,0.004332668,0.020739104,4.786682332
29,0.009456698,0.033955941,3.590676089
30,0.003980154,0.018674271,4.691846263
31,0.224797741,0.154414432,0.686903842
32,0.009819777,0.035696894,3.635204021
33,0.299436339,0.172685445,0.576701696
34,0.136382776,0.120673274,0.884813149
35,0.979772284,0.36911358,0.376734049
36,3.0688943,1.012304365,0.329859639
37,0.006728266,0.027133697,4.032792088
38,0.007119889,0.027899419,3.918518647
39,0.107098359,0.096245531,0.898664849
40,0.019971117,0.056406176,2.824387703
41,0.067359424,0.069097185,1.025798346
42,0.418468313,0.223424693,0.533910659
43,0.643184402,0.276879266,0.430481935
44,1.297967454,0.454170515,0.349909016
45,3.861132633,1.298269759,0.336240653
46,0.003071811,0.013514298,4.399456054
47,0.002969382,0.013734868,4.625497829
48,0.059471581,0.061466742,1.033548148
49,0.092767805,0.085139071,0.917765283
50,0.005816675,0.022870712,3.931922169
51,0.623402468,0.24349484,0.390590112
52,0.171674079,0.109118493,0.635614263
53,0.711382058,0.279505295,0.392904617
54,1.863817781,0.575063967,0.308540874
55,0.004524927,0.018230304,4.028861935
56,0.051193002,0.051940973,1.014610803
57,0.002299529,0.010759191,4.678867542
58,0.100418454,0.076546469,0.762274917
59,0.002443029,0.010763989,4.406000821
60,0.381146841,0.160919071,0.422197049
61,0.753153369,0.258844769,0.343681353
62,1.487208478,0.44001231,0.295864579
63,2.765707727,0.770013156,0.278414508
64,0.00338447,0.014248262,4.209894776
65,0.001981869,0.009655097,4.871714124
66,0.060602572,0.056252721,0.928223339
67,0.041972128,0.043252489,1.030505026
68,0.105533423,0.072861669,0.690413209
69,0.608074127,0.193673618,0.318503304
70,0.574397629,0.188475633,0.328127457
71,0.63429915,0.224055262,0.353232796
72,2.989259111,0.738072,0.246908004
73,0.00136924,0.006257571,4.570106483
74,0.058118927,0.042069195,0.723846726
75,0.05752746,0.042622339,0.74090424
76,0.002263024,0.009395618,4.151797254
77,0.055515149,0.047802382,0.861069144
78,0.250746182,0.095685167,0.381601689
79,0.368780462,0.124399531,0.337326793
80,1.099128279,0.253288029,0.230444466
81,3.144891677,0.658853442,0.209499566
82,0.001076586,0.0047664,4.427330325
83,0.001112701,0.005001253,4.494698121
84,0.022903199,0.022792704,0.99517554
85,0.104125035,0.052278539,0.502074633
86,0.169428757,0.068990928,0.407197274
87,0.166554908,0.072381157,0.434578346
88,0.538646225,0.137655723,0.255558689
89,0.846162181,0.187385298,0.221453171
90,2.241855398,0.426634435,0.190304172
91,0.0008694,0.003901348,4.48740406
92,0.00067248,0.003132169,4.657638987
93,0.098609519,0.043184505,0.437934447
94,0.118697731,0.047537514,0.400492188
95,0.228379683,0.067572889,0.2958796
96,0.196524062,0.062905991,0.320093075
97,0.444070779,0.102052035,0.229810291
98,0.890735466,0.160412536,0.180089985
99,2.382645969,0.352830846,0.148083622
1,0.006209634,0.027316537,4.39905743
2,0.00592716,0.028363866,4.785405515
3,0.005695432,0.026813021,4.707811624
4,0.016937253,0.056731443,3.34950681
5,0.072254994,0.149407791,2.067784989
6,0.018626605,0.065042439,3.491910522
7,0.243888913,0.286311085,1.173940552
8,0.931590397,0.481194468,0.516530087
9,2.706407223,1.300952532,0.480693563
10,0.005008931,0.024275066,4.846356566
11,0.014897839,0.053326158,3.579455895
12,0.005538996,0.026439246,4.773291795
13,0.105173463,0.107653467,1.023580124
14,0.015337383,0.055960414,3.648628513
15,0.294255401,0.211161458,0.717612855
16,0.292720161,0.197710358,0.675424466
17,0.955819389,0.431084229,0.451010132
18,6.219793646,2.847058444,0.457741624
19,0.012893323,0.047169996,3.658482429
20,0.047965006,0.108128044,2.2543111
21,0.004964054,0.022196207,4.471387424
22,0.044555358,0.103925386,2.332500284
23,0.373116604,0.233077685,0.624677869
24,0.472720155,0.261206894,0.552561365
25,0.182444886,0.141900101,0.777769687
26,1.043630457,0.454293993,0.435301585
27,2.024487542,0.769854538,0.380271314
28,0.010107812,0.039544041,3.912225717
29,0.082767292,0.084892886,1.025681575
30,0.004167773,0.018766263,4.502707834
31,0.009831507,0.037811166,3.845917524
32,0.226198048,0.157880842,0.697976145
33,0.557791702,0.267095972,0.478845367
34,0.30229248,0.177250093,0.586352969
35,1.037986814,0.461904655,0.445000504
36,4.922457851,1.548272041,0.31453231
37,0.003226639,0.015433893,4.783271483
38,0.003263128,0.015885988,4.868330964
39,0.003240652,0.015175302,4.682792998
40,0.003428989,0.01556306,4.538672506
41,0.020006102,0.056983254,2.848293777
42,0.167455919,0.134841076,0.805233265
43,0.318523392,0.172326444,0.541016604
44,0.814972143,0.358095454,0.439395944
45,3.119934655,0.93531521,0.299786795
46,0.006129837,0.02355132,3.842079033
47,0.005970303,0.024528155,4.108360351
48,0.002800997,0.012966325,4.629182559
49,0.092052137,0.085875675,0.932902563
50,0.045965298,0.089490254,1.946909053
51,0.480843733,0.219210439,0.455887068
52,0.476507781,0.213254532,0.447536306
53,0.976308373,0.372677557,0.381721153
54,3.899250134,1.202762089,0.308459844
55,0.00259431,0.012600127,4.856832143
56,0.114292089,0.092592756,0.810141424
57,0.097435383,0.071707298,0.735947213
58,0.011642549,0.035754737,3.071040375
59,0.116715204,0.092256729,0.790443113
60,0.557952152,0.219236842,0.392931259
61,0.518837932,0.196516422,0.378762635
62,0.879450326,0.305484216,0.347358125
63,1.649469885,0.463431148,0.280957629
64,0.002071448,0.009486608,4.579698402
65,0.001929245,0.008975464,4.652319649
66,0.041492195,0.042750702,1.030331164
67,0.001997792,0.009150036,4.580074889
68,0.230874092,0.109399025,0.473847129
69,0.348329852,0.13740244,0.394460707
70,0.938029575,0.282904177,0.301594091
71,1.022532218,0.309049531,0.302239407
72,2.932792825,0.706737107,0.240977508
73,0.002288842,0.010397931,4.542879164
74,0.040667966,0.039235851,0.964785172
75,0.14102753,0.06707684,0.475629402
76,0.133913507,0.068900301,0.514513458
77,0.279517625,0.102386017,0.366295389
78,0.093175186,0.059829328,0.642116542
79,0.482467232,0.151887421,0.314813962
80,1.201532179,0.290516108,0.241788038
81,3.845240254,0.784384228,0.203988353
82,0.001147366,0.005156845,4.494507119
83,0.045248537,0.032288884,0.713589572
84,0.088755201,0.046378195,0.522540592
85,0.103963694,0.053817354,0.51765527
86,0.150316758,0.064618264,0.429880639
87,0.111222973,0.051752065,0.46530014
88,0.443173098,0.123273313,0.27816064
89,1.014888798,0.223912107,0.220627233
90,3.893218868,0.678309824,0.174228536
91,0.000762352,0.003467196,4.548023968
92,0.000766397,0.003332842,4.348711508
93,0.037141612,0.026291347,0.707867688
94,0.086516005,0.039210617,0.453218071
95,0.168387696,0.05599112,0.332513129
96,0.309808706,0.082703795,0.266951165
97,0.349213425,0.086268102,0.247035467
98,1.165960163,0.203939203,0.174910953
99,3.27565031,0.478673364,0.146130789
1,0.017668305,0.060722182,3.436786019
2,0.005869285,0.027092618,4.615999477
3,0.00577467,0.027156609,4.702712114
4,0.006043809,0.027881301,4.613200628
5,0.005933004,0.028174484,4.748772114
6,0.018118223,0.062765475,3.46421811
7,0.711323358,0.473846042,0.666147171
8,0.811179311,0.440411355,0.542927253
9,3.088612485,1.310574605,0.424324713
10,0.005244646,0.02314247,4.412589484
11,0.005133308,0.022683701,4.418924437
12,0.18032258,0.162506686,0.90119987
13,0.05646025,0.122291989,2.165983855
14,0.005016954,0.024294673,4.84251429
15,0.005399616,0.025034026,4.636260693
16,0.658660823,0.347191181,0.527116794
17,1.288935168,0.623282132,0.483563602
18,3.000186551,1.230582935,0.410168806
19,0.004496617,0.021791378,4.846171373
20,0.012273318,0.047442584,3.865506037
21,0.004798238,0.022278047,4.642964054
22,0.164010269,0.146999923,0.896284876
23,0.50496732,0.282446488,0.559336172
24,0.004993335,0.022253334,4.456607204
25,0.827899027,0.415141108,0.501439299
26,1.149280155,0.53790211,0.468033932
27,5.041927516,2.065074211,0.409580305
28,0.003651389,0.017166354,4.701321877
29,0.009253239,0.034504267,3.728885294
30,0.003611412,0.015939589,4.413671729
31,0.315852,0.20872317,0.660825861
32,0.003614556,0.016583273,4.587914583
33,0.31381062,0.196011472,0.624617077
34,0.863875433,0.389264364,0.450602423
35,0.319014419,0.210011621,0.658313882
36,4.669162857,1.747208074,0.374201571
37,0.003574368,0.017565114,4.914187193
38,0.065906795,0.068048864,1.032501476
39,0.003120718,0.013847232,4.437194582
40,0.107117615,0.098790281,0.922259903
41,0.2464404,0.142592446,0.578608238
42,0.388234704,0.199521666,0.513920224
43,0.492528661,0.209573953,0.425506107
44,1.545836476,0.54605865,0.35324477
45,2.252488992,0.749286335,0.332648167
46,0.002702243,0.01226703,4.539572603
47,0.002885476,0.013574593,4.704456234
48,0.015234594,0.047159829,3.095575038
49,0.143175886,0.111478986,0.778615656
50,0.005951824,0.025937776,4.35795413
51,0.005528515,0.022399286,4.051591477
52,0.215877868,0.138577648,0.641926148
53,1.468082375,0.483382747,0.329261324
54,3.975876987,1.183489724,0.297667591
55,0.002387769,0.010884191,4.558309851
56,0.09975945,0.073786252,0.73964173
57,0.004660604,0.017998636,3.861868006
58,0.077059748,0.070722783,0.917765552
59,0.237079184,0.12905229,0.544342561
60,0.29108601,0.142390762,0.489170752
61,0.674314301,0.232878802,0.345356463
62,1.232188903,0.394684461,0.32031165
63,2.910091177,0.831351031,0.285678688
64,0.003623544,0.015076504,4.160707157
65,0.001922347,0.008546985,4.44612032
66,0.003345512,0.0135908,4.062398243
67,0.156174457,0.083033139,0.531669137
68,0.139649417,0.088194727,0.631543824
69,0.17891893,0.10340662,0.577952371
70,0.394800015,0.152837443,0.387126233
71,0.774596348,0.231099039,0.2983477
72,2.961145917,0.702304435,0.237173194
73,0.001315759,0.005814698,4.419273347
74,0.001374676,0.006226315,4.529295749
75,0.128497763,0.068348857,0.531906983
76,0.086286742,0.052865714,0.612674814
77,0.344975331,0.118996522,0.344942121
78,0.221979651,0.090026368,0.405561352
79,0.652252116,0.182041886,0.279097424
80,1.316024928,0.309468798,0.235154207
81,3.21823799,0.662748054,0.205935066
82,0.001109439,0.005139899,4.63288282
83,0.030582383,0.028162957,0.92088826
84,0.030428158,0.028967785,0.952005873
85,0.088983892,0.046384369,0.521267025
86,0.193650817,0.073585614,0.379991239
87,0.215134866,0.08371233,0.389115588
88,0.287835914,0.094580364,0.328591256
89,0.928520415,0.205669473,0.221502371
90,2.576977684,0.468551079,0.181821939
91,0.000785095,0.003755169,4.783077764
92,0.04630453,0.026765422,0.578030318
93,0.080800787,0.039030286,0.483043396
94,0.109617257,0.046528966,0.424467532
95,0.274843145,0.075953838,0.276353401
96,0.257742281,0.070604485,0.273934433
97,0.395950374,0.092645083,0.233981553
98,1.08822991,0.188506717,0.173223246
99,2.536926993,0.37701486,0.148610843
1,0.005523141,0.02543018,4.604297117
2,0.005294099,0.024150862,4.561845212
3,0.017075501,0.058035577,3.398762664
4,0.006126825,0.027959009,4.563376428
5,0.071000721,0.154040353,2.169560396
6,0.006073957,0.028505207,4.693021131
7,0.452509873,0.28547934,0.630879804
8,0.758909167,0.457281657,0.602551237
9,2.314537309,1.07996844,0.466602304
10,0.016040959,0.056187911,3.502777487
11,0.106679251,0.108398589,1.016116891
12,0.005164409,0.024772019,4.796680674
13,0.29806613,0.224634809,0.753640842
14,0.201372415,0.240478291,1.194196788
15,0.29435952,0.229815561,0.780730857
16,0.603788875,0.357632215,0.592313357
17,0.810457575,0.45014417,0.555419782
18,4.347703018,1.986438012,0.456893675
19,0.004773114,0.022626663,4.740440562
20,0.096382902,0.099137026,1.028574816
21,0.013712924,0.049594927,3.616655806
22,0.01323798,0.047984676,3.624773293
23,0.163237558,0.145712344,0.892639815
24,0.046110589,0.107040745,2.32139186
25,0.264773532,0.1818542,0.686829224
26,1.146817853,0.51397093,0.448171372
27,2.483967012,1.019763825,0.410538393
28,0.00969776,0.035793121,3.690864934
29,0.00398754,0.0187773,4.708993475
30,0.212548452,0.164869344,0.775678876
31,0.010650976,0.038457811,3.610730985
32,0.278194695,0.238947084,0.858920345
33,0.156769598,0.117474065,0.749342134
34,0.700768801,0.300672224,0.429060517
35,0.965052065,0.400086859,0.414575414
36,3.065007221,1.211545075,0.395282943
37,0.007176714,0.026877143,3.745048463
38,0.003134853,0.01478537,4.716447606
39,0.003215753,0.014993209,4.662424957
40,0.190073942,0.11984817,0.630534459
41,0.321297289,0.178266267,0.554832778
42,0.31880304,0.171322353,0.53739247
43,0.51468522,0.224678937,0.436536602
44,0.755598536,0.323168891,0.427699202
45,5.047756728,1.476552495,0.292516572
46,0.005754722,0.024133638,4.19371025
47,0.003013087,0.013825998,4.588648425
48,0.092865912,0.084527119,0.910206087
49,0.005903413,0.022958865,3.889082985
50,0.220039337,0.128517749,0.584067151
51,0.541116358,0.228485766,0.42224886
52,0.28271684,0.161196207,0.570168394
53,0.984462514,0.338963158,0.344312915
54,3.556416988,1.18722963,0.333827454
55,0.002606672,0.01232918,4.729855342
56,0.002442634,0.011042578,4.520766853
57,0.134190859,0.094065264,0.700981163
58,0.077772676,0.070819319,0.910593829
59,0.099671138,0.074340138,0.745854209
60,0.002484476,0.01148946,4.624499502
61,0.179880474,0.112785218,0.627000893
62,0.23679398,0.12566587,0.530697066
63,3.492356409,0.944469235,0.27043896
64,0.002147655,0.010019976,4.665543232
65,0.122611453,0.088964061,0.725577087
66,0.040611918,0.041348831,1.018145234
67,0.105590767,0.073717188,0.698140476
68,0.184885979,0.100645924,0.544367533
69,0.502338366,0.185596428,0.369464968
70,0.46056521,0.161801363,0.351310432
71,1.023832445,0.316934034,0.309556545
72,3.762079182,0.891770418,0.237041905
73,0.001338078,0.006101306,4.559753573
74,0.002041048,0.008430932,4.130688199
75,0.002145841,0.008866298,4.131853138
76,0.159827429,0.077358391,0.484011985
77,0.184408287,0.089565735,0.48569257
78,0.25174759,0.096610059,0.383757634
79,0.445042933,0.134012488,0.301122608
80,0.76185836,0.187586795,0.246222665
81,3.633259589,0.720073513,0.198189393
82,0.001548017,0.006644995,4.292584541
83,0.023018366,0.022654651,0.984198936
84,0.001142347,0.005187546,4.541131004
85,0.171693113,0.068532479,0.399156834
86,0.104361105,0.052341969,0.501546709
87,0.191625435,0.074131688,0.386857247
88,0.264241471,0.088547413,0.335100364
89,1.280748383,0.260271406,0.203218219
90,4.398915613,0.783873264,0.178196931
91,0.000782976,0.003910751,4.994727748
92,0.016182224,0.016354445,1.010642602
93,0.046591852,0.027251528,0.584899009
94,0.106985913,0.042864617,0.40065665
95,0.13447311,0.048980022,0.364236555
96,0.211636721,0.064392904,0.304261487
97,0.395694869,0.092428916,0.233586338
98,0.709609206,0.138221095,0.19478481
99,2.563025923,0.397691913,0.155164998
1,0.017685785,0.057946524,3.276446342
2,0.00588788,0.027571322,4.68272462
3,0.006129479,0.02795024,4.559970246
4,0.016607776,0.058945837,3.54929136
5,0.323793349,0.226657647,0.700007111
